time,prcp,pet
1/1/16 0:00,0,6.62E-08
1/1/16 1:00,0,-1.55E-09
1/1/16 2:00,0,-1.39E-09
1/1/16 3:00,0,-1.67E-09
1/1/16 4:00,0,-1.75E-09
1/1/16 5:00,0,-1.59E-09
1/1/16 6:00,0,-1.51E-09
1/1/16 7:00,0,-1.34E-09
1/1/16 8:00,0,-1.18E-09
1/1/16 9:00,0,-9.78E-10
1/1/16 10:00,0,-1.06E-09
1/1/16 11:00,0,-9.78E-10
1/1/16 12:00,0,-1.10E-09
1/1/16 13:00,0,-1.02E-09
1/1/16 14:00,0,-9.37E-10
1/1/16 15:00,0,-8.56E-10
1/1/16 16:00,0,-2.45E-10
1/1/16 17:00,0,9.78E-10
1/1/16 18:00,0,7.82E-08
1/1/16 19:00,0,1.05E-07
1/1/16 20:00,0,1.22E-07
1/1/16 21:00,0,1.28E-07
1/1/16 22:00,0,1.16E-07
1/1/16 23:00,0,9.25E-08
1/2/16 0:00,0,4.87E-08
1/2/16 1:00,0,-8.56E-10
1/2/16 2:00,0,-6.93E-10
1/2/16 3:00,0,-3.67E-10
1/2/16 4:00,0,-4.48E-10
1/2/16 5:00,0,-6.11E-10
1/2/16 6:00,0,-4.89E-10
1/2/16 7:00,0,-6.11E-10
1/2/16 8:00,0,-7.74E-10
1/2/16 9:00,0,-1.18E-09
1/2/16 10:00,0,-1.43E-09
1/2/16 11:00,0,-1.71E-09
1/2/16 12:00,0,-2.40E-09
1/2/16 13:00,0,-2.53E-09
1/2/16 14:00,0,-2.20E-09
1/2/16 15:00,0,-1.51E-09
1/2/16 16:00,0,-1.10E-09
1/2/16 17:00,0,3.67E-10
1/2/16 18:00,0,4.48E-09
1/2/16 19:00,0,6.03E-08
1/2/16 20:00,0,6.88E-08
1/2/16 21:00,0,8.02E-08
1/2/16 22:00,0,7.80E-08
1/2/16 23:00,0,6.26E-08
1/3/16 0:00,0,4.08E-08
1/3/16 1:00,0,1.34E-09
1/3/16 2:00,0,-3.26E-09
1/3/16 3:00,0,-3.42E-09
1/3/16 4:00,0,-3.79E-09
1/3/16 5:00,0,-4.20E-09
1/3/16 6:00,0,-3.75E-09
1/3/16 7:00,0,-3.75E-09
1/3/16 8:00,0,-3.79E-09
1/3/16 9:00,0,-3.83E-09
1/3/16 10:00,0,-3.87E-09
1/3/16 11:00,0,-3.95E-09
1/3/16 12:00,0,-4.24E-09
1/3/16 13:00,0,-4.03E-09
1/3/16 14:00,0,-3.55E-09
1/3/16 15:00,0,-2.69E-09
1/3/16 16:00,0,-4.08E-10
1/3/16 17:00,0,2.04E-08
1/3/16 18:00,0,5.09E-08
1/3/16 19:00,0,5.75E-08
1/3/16 20:00,0,5.84E-08
1/3/16 21:00,0,4.99E-08
1/3/16 22:00,0,4.16E-08
1/3/16 23:00,0,3.48E-08
1/4/16 0:00,0,2.67E-08
1/4/16 1:00,0.0424,7.62E-09
1/4/16 2:00,0.095,-7.34E-10
1/4/16 3:00,0.012,-5.30E-10
1/4/16 4:00,0.0147,-4.48E-10
1/4/16 5:00,0.0424,-4.89E-10
1/4/16 6:00,0.0028,-5.71E-10
1/4/16 7:00,0,-6.52E-10
1/4/16 8:00,0.0069,-8.56E-10
1/4/16 9:00,0.0002,-1.02E-09
1/4/16 10:00,0.098,-1.34E-09
1/4/16 11:00,0.1144,-1.71E-09
1/4/16 12:00,0.085,-2.00E-09
1/4/16 13:00,0.0924,-2.65E-09
1/4/16 14:00,0.1842,-2.77E-09
1/4/16 15:00,0.2238,-3.34E-09
1/4/16 16:00,0.4508,-7.74E-10
1/4/16 17:00,0,1.93E-08
1/4/16 18:00,0,6.75E-08
1/4/16 19:00,0,8.71E-08
1/4/16 20:00,0,9.53E-08
1/4/16 21:00,0,7.49E-08
1/4/16 22:00,0,6.10E-08
1/4/16 23:00,0,5.67E-08
1/5/16 0:00,0,5.27E-08
1/5/16 1:00,0,1.79E-08
1/5/16 2:00,0,-1.92E-09
1/5/16 3:00,0,-6.93E-10
1/5/16 3:59,0,-6.93E-10
1/5/16 4:59,0,-8.97E-10
1/5/16 5:59,0,-9.78E-10
1/5/16 6:59,0.1256,-9.78E-10
1/5/16 7:59,0.2036,-9.37E-10
1/5/16 8:59,1.4096,-1.39E-09
1/5/16 9:59,0.6618,-1.83E-09
1/5/16 10:59,0.298,-2.16E-09
1/5/16 11:59,2.2876,-2.93E-09
1/5/16 12:59,3.8434,-2.45E-09
1/5/16 13:59,2.7784,-2.00E-09
1/5/16 14:59,2.2856,-1.83E-09
1/5/16 15:59,0.3652,1.22E-10
1/5/16 16:59,0.4192,2.10E-08
1/5/16 17:59,0.4644,4.36E-08
1/5/16 18:59,0.9544,7.08E-08
1/5/16 19:59,1.7324,9.45E-08
1/5/16 20:59,0.9016,1.11E-07
1/5/16 21:59,0.4288,1.11E-07
1/5/16 22:59,0.2932,9.23E-08
1/5/16 23:59,0.1032,5.07E-08
1/6/16 0:59,0.0108,2.08E-08
1/6/16 1:59,0.0072,1.06E-09
1/6/16 2:59,0,-4.08E-10
1/6/16 3:59,0,-6.11E-10
1/6/16 4:59,0,-8.97E-10
1/6/16 5:59,0.425,-4.08E-10
1/6/16 6:59,0,-1.18E-09
1/6/16 7:59,0,-1.71E-09
1/6/16 8:59,0,-1.87E-09
1/6/16 9:59,0,-2.04E-09
1/6/16 10:59,0.0496,-1.92E-09
1/6/16 11:59,1.4832,-2.57E-09
1/6/16 12:59,4.083,-1.63E-09
1/6/16 13:59,4.7508,-8.97E-10
1/6/16 14:59,0.615,-2.28E-09
1/6/16 15:59,0.3256,8.56E-10
1/6/16 16:59,4.064,2.23E-08
1/6/16 17:59,0.43,6.05E-08
1/6/16 18:59,1.2018,9.17E-08
1/6/16 19:59,0.9244,1.12E-07
1/6/16 20:59,1.0256,1.33E-07
1/6/16 21:59,1.338,1.24E-07
1/6/16 22:59,0.358,7.38E-08
1/6/16 23:59,0.0288,5.69E-08
1/7/16 0:59,1.038,5.01E-09
1/7/16 1:59,0.088,1.83E-09
1/7/16 2:59,0.0012,1.71E-09
1/7/16 3:59,0.0164,1.55E-09
1/7/16 4:59,0.3196,1.55E-09
1/7/16 5:59,0.114,2.24E-09
1/7/16 6:59,0.294,2.08E-09
1/7/16 7:59,0.202,1.43E-09
1/7/16 8:59,0.276,-2.85E-10
1/7/16 9:59,0.252,-5.71E-10
1/7/16 10:59,1.7708,-8.15E-11
1/7/16 11:59,0.256,-4.48E-10
1/7/16 12:59,1.51,-2.04E-10
1/7/16 13:59,0.036,-7.74E-10
1/7/16 14:59,0.0724,-7.34E-10
1/7/16 15:59,0.0512,5.30E-10
1/7/16 16:59,0,2.40E-08
1/7/16 17:59,0,6.00E-08
1/7/16 18:59,0,9.83E-08
1/7/16 19:59,0,1.33E-07
1/7/16 20:59,0,1.37E-07
1/7/16 21:59,0,1.27E-07
1/7/16 22:59,0,1.10E-07
1/7/16 23:59,0,7.41E-08
1/8/16 0:59,0,8.80E-09
1/8/16 1:59,0,8.15E-11
1/8/16 2:59,0,-1.26E-09
1/8/16 3:59,0,-1.34E-09
1/8/16 4:59,0,-1.34E-09
1/8/16 5:59,0,-1.55E-09
1/8/16 6:59,0,-1.51E-09
1/8/16 7:59,0,-1.59E-09
1/8/16 8:59,0,-1.63E-09
1/8/16 9:59,0,-1.71E-09
1/8/16 10:59,0,-1.79E-09
1/8/16 11:59,0,-1.79E-09
1/8/16 12:59,0,-1.71E-09
1/8/16 13:59,0,-1.55E-09
1/8/16 14:59,0,-1.26E-09
1/8/16 15:59,0,-4.89E-10
1/8/16 16:59,0,1.43E-09
1/8/16 17:59,0,5.14E-08
1/8/16 18:59,0,7.04E-08
1/8/16 19:59,0,8.46E-08
1/8/16 20:59,0,8.39E-08
1/8/16 21:59,0,7.25E-08
1/8/16 22:59,0,5.62E-08
1/8/16 23:59,0,3.58E-08
1/9/16 0:59,0,5.62E-09
1/9/16 1:59,0,-3.26E-10
1/9/16 2:59,0,-2.85E-10
1/9/16 3:59,0,-6.52E-10
1/9/16 4:59,0,-1.22E-09
1/9/16 5:59,0,-1.14E-09
1/9/16 6:59,0,-1.51E-09
1/9/16 7:59,0,-1.63E-09
1/9/16 8:59,0,-1.39E-09
1/9/16 9:59,0.0012,-1.43E-09
1/9/16 10:59,0.0036,-1.55E-09
1/9/16 11:59,0.0018,-1.87E-09
1/9/16 12:59,0,-1.87E-09
1/9/16 13:59,0,-1.67E-09
1/9/16 14:59,0,-2.77E-09
1/9/16 15:59,0,-4.48E-10
1/9/16 16:59,0,2.36E-08
1/9/16 17:59,0,5.31E-08
1/9/16 18:59,0,6.19E-08
1/9/16 19:59,0.456,6.62E-08
1/9/16 20:59,0,7.05E-08
1/9/16 21:59,0,6.42E-08
1/9/16 22:59,0,4.98E-08
1/9/16 23:59,0,3.18E-08
1/10/16 0:59,0,8.97E-09
1/10/16 1:59,0,-4.89E-10
1/10/16 2:59,0,-5.30E-10
1/10/16 3:59,0,-5.71E-10
1/10/16 4:59,0,-7.34E-10
1/10/16 5:59,0,-9.37E-10
1/10/16 6:59,0,-9.37E-10
1/10/16 7:59,0,-8.56E-10
1/10/16 8:59,0,-6.11E-10
1/10/16 9:59,0,-6.11E-10
1/10/16 10:59,0,-6.11E-10
1/10/16 11:59,0,-9.78E-10
1/10/16 12:59,0,-1.06E-09
1/10/16 13:59,0,-1.26E-09
1/10/16 14:59,0,-1.39E-09
1/10/16 15:59,0,-6.11E-10
1/10/16 16:59,0,7.70E-09
1/10/16 17:59,0,2.86E-08
1/10/16 18:59,0,3.35E-08
1/10/16 19:59,0,3.73E-08
1/10/16 20:59,0,3.91E-08
1/10/16 21:59,0,3.68E-08
1/10/16 22:59,0.0996,3.13E-08
1/10/16 23:59,0.114,2.39E-08
1/11/16 0:59,0.0174,4.73E-09
1/11/16 1:59,0,-6.93E-10
1/11/16 2:59,0.0002,-4.48E-10
1/11/16 3:59,0,-6.52E-10
1/11/16 4:59,0,-8.97E-10
1/11/16 5:59,0,-1.30E-09
1/11/16 6:59,0,-1.51E-09
1/11/16 7:59,0,-1.63E-09
1/11/16 8:59,0,-1.18E-09
1/11/16 9:59,0,-1.34E-09
1/11/16 10:59,0,-1.47E-09
1/11/16 11:59,0,-2.12E-09
1/11/16 12:59,0,-2.24E-09
1/11/16 13:59,0,-2.16E-09
1/11/16 14:59,0,-2.12E-09
1/11/16 15:59,0,-2.85E-10
1/11/16 16:59,0,1.89E-08
1/11/16 17:59,0,3.86E-08
1/11/16 18:59,0,5.23E-08
1/11/16 19:59,0,5.95E-08
1/11/16 20:59,0,6.45E-08
1/11/16 21:59,0,5.89E-08
1/11/16 22:59,0,4.52E-08
1/11/16 23:59,0,2.85E-08
1/12/16 0:59,0,8.19E-09
1/12/16 1:59,0,-3.67E-10
1/12/16 2:59,0,-2.85E-10
1/12/16 3:59,0,-3.26E-10
1/12/16 4:59,0,-3.67E-10
1/12/16 5:59,0,-6.93E-10
1/12/16 6:59,0,-8.56E-10
1/12/16 7:59,0,-1.02E-09
1/12/16 8:59,0,-1.63E-09
1/12/16 9:59,0,-1.55E-09
1/12/16 10:59,0,-1.30E-09
1/12/16 11:59,0,-1.26E-09
1/12/16 12:59,0,-1.34E-09
1/12/16 13:59,0,-1.71E-09
1/12/16 14:59,0,-2.16E-09
1/12/16 15:59,0,-1.34E-09
1/12/16 16:59,0,2.77E-09
1/12/16 17:59,0,3.68E-08
1/12/16 18:59,0,6.49E-08
1/12/16 19:59,0,8.17E-08
1/12/16 20:59,0,8.52E-08
1/12/16 21:59,0,7.53E-08
1/12/16 22:59,0,5.72E-08
1/12/16 23:59,0,3.35E-08
1/13/16 0:59,0,5.42E-09
1/13/16 1:59,0,-4.08E-09
1/13/16 2:59,0,-1.83E-09
1/13/16 3:59,0,-2.32E-09
1/13/16 4:59,0,-3.71E-09
1/13/16 5:59,0.1238,-2.53E-09
1/13/16 6:59,0.2484,-2.65E-09
1/13/16 7:59,0,-2.77E-09
1/13/16 8:59,0.012,-2.49E-09
1/13/16 9:59,0.7856,-2.16E-09
1/13/16 10:59,0.843,-1.96E-09
1/13/16 11:59,0.3084,-2.65E-09
1/13/16 12:59,0.1324,-2.69E-09
1/13/16 13:59,0.1672,-2.40E-09
1/13/16 14:59,0.187,-3.22E-09
1/13/16 15:59,0.0024,-6.52E-10
1/13/16 16:59,0,1.47E-08
1/13/16 17:59,0,5.75E-08
1/13/16 18:59,0,7.06E-08
1/13/16 19:59,0,7.54E-08
1/13/16 20:59,0,7.76E-08
1/13/16 21:59,0,7.10E-08
1/13/16 22:59,0,5.86E-08
1/13/16 23:59,0,4.27E-08
1/14/16 0:59,0,1.21E-08
1/14/16 1:59,0,-1.47E-09
1/14/16 2:59,0,-1.96E-09
1/14/16 3:59,0,-1.79E-09
1/14/16 4:59,0,-1.43E-09
1/14/16 5:59,0,-1.26E-09
1/14/16 6:59,0,-1.26E-09
1/14/16 7:59,0,-1.43E-09
1/14/16 8:59,0,-1.63E-09
1/14/16 9:59,0,-1.71E-09
1/14/16 10:59,0,-1.71E-09
1/14/16 11:59,0,-1.67E-09
1/14/16 12:59,0,-1.63E-09
1/14/16 13:59,0,-1.59E-09
1/14/16 14:59,0,-1.10E-09
1/14/16 15:59,0,-4.89E-10
1/14/16 16:59,0,6.60E-09
1/14/16 17:59,0,2.46E-08
1/14/16 18:59,0,3.15E-08
1/14/16 19:59,0,4.14E-08
1/14/16 20:59,0,5.16E-08
1/14/16 21:59,0,5.21E-08
1/14/16 22:59,0,4.50E-08
1/14/16 23:59,0,3.57E-08
1/15/16 0:59,0.0032,1.58E-08
1/15/16 1:59,0,-1.10E-09
1/15/16 2:59,0,-5.30E-10
1/15/16 3:59,0,-6.93E-10
1/15/16 4:59,0.2036,-9.78E-10
1/15/16 5:59,0.2036,-1.55E-09
1/15/16 6:59,0.2812,-1.83E-09
1/15/16 7:59,0.2812,-1.87E-09
1/15/16 8:59,0.2036,-2.00E-09
1/15/16 9:59,0,-1.55E-09
1/15/16 10:59,0,-1.18E-09
1/15/16 11:59,0,-1.14E-09
1/15/16 12:59,0,-9.78E-10
1/15/16 13:59,0,-9.37E-10
1/15/16 14:59,0,-9.37E-10
1/15/16 15:59,0,-4.08E-10
1/15/16 16:59,0,3.79E-09
1/15/16 17:59,0,1.82E-08
1/15/16 18:59,0,2.69E-08
1/15/16 19:59,0,3.19E-08
1/15/16 20:59,0,2.88E-08
1/15/16 21:59,0,2.33E-08
1/15/16 22:59,0,1.73E-08
1/15/16 23:59,0,1.29E-08
1/16/16 0:59,0,9.37E-10
1/16/16 1:59,0,-8.15E-10
1/16/16 2:59,0,-6.93E-10
1/16/16 3:59,0,-8.15E-10
1/16/16 4:59,0,-6.52E-10
1/16/16 5:59,0,-2.85E-10
1/16/16 6:59,0.0001,-3.67E-10
1/16/16 7:59,0.7979,-4.48E-10
1/16/16 8:59,0.2622,-6.11E-10
1/16/16 9:59,0.235,-7.34E-10
1/16/16 10:59,0.8632,-8.56E-10
1/16/16 11:59,0.1458,-2.16E-09
1/16/16 12:59,0,-2.45E-09
1/16/16 13:59,0.0158,-2.49E-09
1/16/16 14:59,0.3172,-3.50E-09
1/16/16 15:59,0.1606,-1.14E-09
1/16/16 16:59,0,1.63E-08
1/16/16 17:59,0,3.79E-08
1/16/16 18:59,0,4.75E-08
1/16/16 19:59,0,5.51E-08
1/16/16 20:59,0,6.66E-08
1/16/16 21:59,0,6.38E-08
1/16/16 22:59,0.7178,4.91E-08
1/16/16 23:59,0.5638,2.91E-08
1/17/16 0:59,0,6.19E-09
1/17/16 1:59,0.4578,-2.53E-09
1/17/16 2:59,0,-1.83E-09
1/17/16 3:59,0,-1.87E-09
1/17/16 4:59,0,-1.83E-09
1/17/16 5:59,0,-2.73E-09
1/17/16 6:59,0,-2.45E-09
1/17/16 7:59,0,-2.36E-09
1/17/16 8:59,0,-2.69E-09
1/17/16 9:59,0,-2.97E-09
1/17/16 10:59,0,-3.42E-09
1/17/16 11:59,0,-2.93E-09
1/17/16 12:59,0,-4.28E-09
1/17/16 13:59,0,-4.97E-09
1/17/16 14:59,0,-5.34E-09
1/17/16 15:59,0,-3.38E-09
1/17/16 16:59,0,6.40E-09
1/17/16 17:59,0,3.22E-08
1/17/16 18:59,0.0156,4.54E-08
1/17/16 19:59,0,5.31E-08
1/17/16 20:59,0,4.76E-08
1/17/16 21:59,0,4.01E-08
1/17/16 22:59,0,3.44E-08
1/17/16 23:59,0.015,2.55E-08
1/18/16 0:59,0.0272,1.18E-08
1/18/16 1:59,0.0012,-4.89E-10
1/18/16 2:59,0.1362,-2.85E-10
1/18/16 3:59,0.6854,-4.08E-10
1/18/16 4:59,0.9164,-5.71E-10
1/18/16 5:59,0.7726,-8.97E-10
1/18/16 6:59,0.5044,-1.02E-09
1/18/16 7:59,0.4952,-9.78E-10
1/18/16 8:59,1.5178,-1.39E-09
1/18/16 9:59,1.8978,-1.34E-09
1/18/16 10:59,1.6376,-1.18E-09
1/18/16 11:59,0.8182,-1.26E-09
1/18/16 12:59,0.0496,-1.06E-09
1/18/16 13:59,0,-7.74E-10
1/18/16 14:59,0,-6.93E-10
1/18/16 15:59,0,0
1/18/16 16:59,0,1.33E-08
1/18/16 17:59,0,3.72E-08
1/18/16 18:59,0,5.92E-08
1/18/16 19:59,0,7.20E-08
1/18/16 20:59,0,5.87E-08
1/18/16 21:59,0,4.32E-08
1/18/16 22:59,0,3.18E-08
1/18/16 23:59,0,2.12E-08
1/19/16 0:59,0,7.62E-09
1/19/16 1:59,0,-1.96E-09
1/19/16 2:59,0,-6.11E-10
1/19/16 3:59,0,-7.74E-10
1/19/16 4:59,0,-1.02E-09
1/19/16 5:59,0,-8.15E-10
1/19/16 6:59,0,-1.22E-09
1/19/16 7:59,0,-1.87E-09
1/19/16 8:59,0,-2.24E-09
1/19/16 9:59,0.0724,-2.36E-09
1/19/16 10:59,0.1532,-2.16E-09
1/19/16 11:59,0.0916,-2.45E-09
1/19/16 12:59,1.2464,-2.16E-09
1/19/16 13:59,1.9424,-1.96E-09
1/19/16 14:59,2.127,-1.75E-09
1/19/16 15:59,2.966,4.08E-10
1/19/16 16:59,2.1344,2.34E-08
1/19/16 17:59,3.4452,4.87E-08
1/19/16 18:59,5.1612,6.31E-08
1/19/16 19:59,0.5964,6.32E-08
1/19/16 20:59,0.551,6.19E-08
1/19/16 21:59,0,5.29E-08
1/19/16 22:59,0,3.82E-08
1/19/16 23:59,0,2.39E-08
1/20/16 0:59,0,3.91E-09
1/20/16 1:59,0,-1.02E-09
1/20/16 2:59,0,-1.22E-09
1/20/16 3:59,0,-1.18E-09
1/20/16 4:59,0,-1.06E-09
1/20/16 5:59,0,-7.34E-10
1/20/16 6:59,0,-6.93E-10
1/20/16 7:59,0,-6.52E-10
1/20/16 8:59,0,-8.97E-10
1/20/16 9:59,0,-8.97E-10
1/20/16 10:59,0,-8.97E-10
1/20/16 11:59,0,-1.22E-09
1/20/16 12:59,0,-1.30E-09
1/20/16 13:59,0,-1.51E-09
1/20/16 14:59,0,-1.39E-09
1/20/16 15:59,0,-6.93E-10
1/20/16 16:59,0,6.81E-09
1/20/16 17:59,0,3.88E-08
1/20/16 18:59,0,6.19E-08
1/20/16 19:59,0,7.52E-08
1/20/16 20:59,0,8.32E-08
1/20/16 21:59,0,7.58E-08
1/20/16 22:59,0,5.73E-08
1/20/16 23:59,0,3.33E-08
1/21/16 0:59,0,6.44E-09
1/21/16 1:59,0,-9.37E-10
1/21/16 2:59,0,-4.89E-10
1/21/16 3:59,0,-5.30E-10
1/21/16 4:59,0,-4.89E-10
1/21/16 5:59,0,-6.93E-10
1/21/16 6:59,0,-7.74E-10
1/21/16 7:59,0,-8.56E-10
1/21/16 8:59,0,-7.34E-10
1/21/16 9:59,0,-7.74E-10
1/21/16 10:59,0,-8.56E-10
1/21/16 11:59,0,-7.34E-10
1/21/16 12:59,0,-7.74E-10
1/21/16 13:59,0,-8.15E-10
1/21/16 14:59,0,-8.15E-10
1/21/16 15:59,0,1.22E-10
1/21/16 16:59,0,2.18E-08
1/21/16 17:59,0,4.87E-08
1/21/16 18:59,0,7.12E-08
1/21/16 19:59,0,8.49E-08
1/21/16 20:59,0,8.72E-08
1/21/16 21:59,0,7.77E-08
1/21/16 22:59,0,6.15E-08
1/21/16 23:59,0,4.04E-08
1/22/16 0:59,0,2.08E-08
1/22/16 1:59,0,-2.16E-09
1/22/16 2:59,0,-1.75E-09
1/22/16 3:59,0,-2.32E-09
1/22/16 4:59,0,-3.59E-09
1/22/16 5:59,0,-3.06E-09
1/22/16 6:59,0,-3.22E-09
1/22/16 7:59,0,-3.38E-09
1/22/16 8:59,0,-3.67E-09
1/22/16 9:59,0.2344,-3.75E-09
1/22/16 10:59,0,-3.91E-09
1/22/16 11:59,0,-3.02E-09
1/22/16 12:59,0,-2.85E-09
1/22/16 13:59,0.0008,-2.89E-09
1/22/16 14:59,0,-2.24E-09
1/22/16 15:59,0.1492,-1.63E-10
1/22/16 16:59,0.2008,1.81E-08
1/22/16 17:59,0.2274,3.01E-08
1/22/16 18:59,0.0046,3.77E-08
1/22/16 19:59,0,4.44E-08
1/22/16 20:59,0,5.57E-08
1/22/16 21:59,0.1082,5.70E-08
1/22/16 22:59,0.1336,4.96E-08
1/22/16 23:59,3.8116,4.38E-08
1/23/16 0:59,6.4768,1.52E-08
1/23/16 1:59,3.1004,-3.87E-09
1/23/16 2:59,0.6316,-1.87E-09
1/23/16 3:59,0.4284,-1.51E-09
1/23/16 4:59,0.1532,-1.79E-09
1/23/16 5:59,0.0004,-2.49E-09
1/23/16 6:59,0,-2.57E-09
1/23/16 7:59,0.4536,-2.20E-09
1/23/16 8:59,0.1688,-3.71E-09
1/23/16 9:59,0.4814,-2.77E-09
1/23/16 10:59,0.0028,-2.57E-09
1/23/16 11:59,0,-2.00E-09
1/23/16 12:59,0.2146,-2.20E-09
1/23/16 13:59,0,-1.83E-09
1/23/16 14:59,0,-2.04E-09
1/23/16 15:59,0.0006,5.71E-10
1/23/16 16:59,0,2.19E-08
1/23/16 17:59,0.3216,4.74E-08
1/23/16 18:59,0,8.98E-08
1/23/16 19:59,0,1.13E-07
1/23/16 20:59,0.2422,1.37E-07
1/23/16 21:59,0.2406,1.35E-07
1/23/16 22:59,1.4142,1.09E-07
1/23/16 23:59,0.66,5.77E-08
1/24/16 0:59,0.0004,4.34E-08
1/24/16 1:59,0.6619,2.36E-09
1/24/16 2:59,0.3868,1.59E-09
1/24/16 3:59,0.0086,8.56E-10
1/24/16 4:59,0.0038,3.26E-10
1/24/16 5:59,0,4.48E-10
1/24/16 6:59,0,2.45E-10
1/24/16 7:59,0,8.15E-11
1/24/16 8:59,0,7.34E-10
1/24/16 9:59,0,7.74E-10
1/24/16 10:59,0.0036,6.93E-10
1/24/16 11:59,0,-1.22E-09
1/24/16 12:59,0,-1.51E-09
1/24/16 13:59,0,-1.47E-09
1/24/16 14:59,0,-3.14E-09
1/24/16 15:59,0,-2.85E-10
1/24/16 16:59,0,2.01E-08
1/24/16 17:59,0,7.61E-08
1/24/16 18:59,0,9.02E-08
1/24/16 19:59,0,9.65E-08
1/24/16 20:59,0,7.41E-08
1/24/16 21:59,0,5.73E-08
1/24/16 22:59,0,4.98E-08
1/24/16 23:59,0,4.24E-08
1/25/16 0:59,0,1.40E-08
1/25/16 1:59,0,-1.22E-09
1/25/16 2:59,0,-1.18E-09
1/25/16 3:59,0,-1.26E-09
1/25/16 4:59,0,-1.26E-09
1/25/16 5:59,0,-6.93E-10
1/25/16 6:59,0,-6.52E-10
1/25/16 7:59,0,-6.52E-10
1/25/16 8:59,0,-4.89E-10
1/25/16 9:59,0,-5.30E-10
1/25/16 10:59,0,-5.30E-10
1/25/16 11:59,0,-8.56E-10
1/25/16 12:59,0,-8.97E-10
1/25/16 13:59,0,-9.78E-10
1/25/16 14:59,0,-1.22E-09
1/25/16 15:59,0,4.08E-11
1/25/16 16:59,0,3.13E-08
1/25/16 17:59,0,8.05E-08
1/25/16 18:59,0,1.08E-07
1/25/16 19:59,0,1.23E-07
1/25/16 20:59,0,1.26E-07
1/25/16 21:59,0,1.14E-07
1/25/16 22:59,0,9.04E-08
1/25/16 23:59,0,5.95E-08
1/26/16 0:59,0,1.79E-08
1/26/16 1:59,0,-2.69E-09
1/26/16 2:59,0,-2.20E-09
1/26/16 3:59,0,-2.57E-09
1/26/16 4:59,0,-2.65E-09
1/26/16 5:59,0,-2.65E-09
1/26/16 6:59,0,-2.77E-09
1/26/16 7:59,0,-3.02E-09
1/26/16 8:59,0,-3.22E-09
1/26/16 9:59,0,-3.06E-09
1/26/16 10:59,0,-2.77E-09
1/26/16 11:59,0,-2.81E-09
1/26/16 12:59,0,-2.89E-09
1/26/16 13:59,0,-3.02E-09
1/26/16 14:59,0,-3.26E-09
1/26/16 15:59,0,-1.55E-09
1/26/16 16:59,0,1.36E-08
1/26/16 17:59,0,7.09E-08
1/26/16 18:59,0,1.00E-07
1/26/16 19:59,0,1.15E-07
1/26/16 20:59,0,1.16E-07
1/26/16 21:59,0,1.01E-07
1/26/16 22:59,0,7.70E-08
1/26/16 23:59,0,4.56E-08
1/27/16 0:59,0,9.66E-09
1/27/16 1:59,0,-2.04E-09
1/27/16 2:59,0,-1.75E-09
1/27/16 3:59,0,-1.83E-09
1/27/16 4:59,0,-1.79E-09
1/27/16 5:59,0,-1.51E-09
1/27/16 6:59,0,-1.51E-09
1/27/16 7:59,0,-1.55E-09
1/27/16 8:59,0,-1.39E-09
1/27/16 9:59,0,-1.39E-09
1/27/16 10:59,0,-1.39E-09
1/27/16 11:59,0,-1.34E-09
1/27/16 12:59,0,-1.43E-09
1/27/16 13:59,0,-1.55E-09
1/27/16 14:59,0,-1.59E-09
1/27/16 15:59,0,-6.11E-10
1/27/16 16:59,0,1.19E-08
1/27/16 17:59,0,4.36E-08
1/27/16 18:59,0,6.80E-08
1/27/16 19:59,0,8.29E-08
1/27/16 20:59,0,9.17E-08
1/27/16 21:59,0,8.44E-08
1/27/16 22:59,0,6.54E-08
1/27/16 23:59,0,3.98E-08
1/28/16 0:59,0,1.13E-08
1/28/16 1:59,0,-3.46E-09
1/28/16 2:59,0,-2.36E-09
1/28/16 3:59,0,-2.53E-09
1/28/16 4:59,0,-2.24E-09
1/28/16 5:59,0,-2.04E-09
1/28/16 6:59,0,-2.00E-09
1/28/16 7:59,0,-1.96E-09
1/28/16 8:59,0,-1.83E-09
1/28/16 9:59,0,-1.87E-09
1/28/16 10:59,0,-1.92E-09
1/28/16 11:59,0,-2.00E-09
1/28/16 12:59,0,-2.12E-09
1/28/16 13:59,0,-2.32E-09
1/28/16 14:59,0,-2.36E-09
1/28/16 15:59,0,-1.26E-09
1/28/16 16:59,0,6.28E-09
1/28/16 17:59,0,3.59E-08
1/28/16 18:59,0,5.21E-08
1/28/16 19:59,0,6.11E-08
1/28/16 20:59,0,7.31E-08
1/28/16 21:59,0,7.11E-08
1/28/16 22:59,0,5.78E-08
1/28/16 23:59,0,4.13E-08
1/29/16 0:59,0,1.64E-08
1/29/16 1:59,0,-2.61E-09
1/29/16 2:59,0,-4.08E-10
1/29/16 3:59,0,-4.08E-10
1/29/16 4:59,0,-3.26E-10
1/29/16 5:59,0,-1.63E-10
1/29/16 6:59,0,-2.04E-10
1/29/16 7:59,0,-2.04E-10
1/29/16 8:59,0,-1.63E-10
1/29/16 9:59,0,-1.63E-10
1/29/16 10:59,0,-2.04E-10
1/29/16 11:59,0,-3.26E-10
1/29/16 12:59,0.352,-4.08E-10
1/29/16 13:59,0,-6.11E-10
1/29/16 14:59,0.0006,-6.11E-10
1/29/16 15:59,0.0006,8.15E-11
1/29/16 16:59,0,1.10E-08
1/29/16 17:59,0,2.25E-08
