,time,preci,pet
2016-02-28 16:00:00,2016-02-28 16:00:00,0.0,0.00010478666666666666
2016-02-28 17:00:00,2016-02-28 17:00:00,0.0,0.00010478666666666666
2016-02-28 18:00:00,2016-02-28 18:00:00,0.0,0.00010478666666666666
2016-02-28 19:00:00,2016-02-28 19:00:00,0.0,0.00022146666666666666
2016-02-28 20:00:00,2016-02-28 20:00:00,0.0,0.00022146666666666666
2016-02-28 21:00:00,2016-02-28 21:00:00,0.0,0.00022146666666666666
2016-02-28 22:00:00,2016-02-28 22:00:00,0.0,0.00019768666666666665
2016-02-28 23:00:00,2016-02-28 23:00:00,0.0,0.00019768666666666665
2016-02-29 00:00:00,2016-02-29 00:00:00,0.0,0.00019768666666666665
2016-02-29 01:00:00,2016-02-29 01:00:00,0.0,6.602666666666666e-05
2016-02-29 02:00:00,2016-02-29 02:00:00,0.0,6.602666666666666e-05
2016-02-29 03:00:00,2016-02-29 03:00:00,0.0,6.602666666666666e-05
2016-02-29 04:00:00,2016-02-29 04:00:00,0.0,1.8666666666666665e-05
2016-02-29 05:00:00,2016-02-29 05:00:00,0.0,1.8666666666666665e-05
2016-02-29 06:00:00,2016-02-29 06:00:00,0.0,1.8666666666666665e-05
2016-02-29 07:00:00,2016-02-29 07:00:00,0.0,1.2499999999999999e-05
2016-02-29 08:00:00,2016-02-29 08:00:00,0.0,1.2499999999999999e-05
2016-02-29 09:00:00,2016-02-29 09:00:00,0.0,1.2499999999999999e-05
2016-02-29 10:00:00,2016-02-29 10:00:00,0.0,6.926666666666667e-06
2016-02-29 11:00:00,2016-02-29 11:00:00,0.0,6.926666666666667e-06
2016-02-29 12:00:00,2016-02-29 12:00:00,0.0,6.926666666666667e-06
2016-02-29 13:00:00,2016-02-29 13:00:00,0.0,1.1286666666666665e-05
2016-02-29 14:00:00,2016-02-29 14:00:00,0.0,1.1286666666666665e-05
2016-02-29 15:00:00,2016-02-29 15:00:00,0.0,1.1286666666666665e-05
2016-02-29 16:00:00,2016-02-29 16:00:00,0.0,7.883333333333334e-05
2016-02-29 17:00:00,2016-02-29 17:00:00,0.0,7.883333333333334e-05
2016-02-29 18:00:00,2016-02-29 18:00:00,0.0,7.883333333333334e-05
2016-02-29 19:00:00,2016-02-29 19:00:00,0.0,0.0002113
2016-02-29 20:00:00,2016-02-29 20:00:00,0.0,0.0002113
2016-02-29 21:00:00,2016-02-29 21:00:00,0.0,0.0002113
2016-02-29 22:00:00,2016-02-29 22:00:00,0.0,0.00020183333333333335
2016-02-29 23:00:00,2016-02-29 23:00:00,0.0,0.00020183333333333335
2016-03-01 00:00:00,2016-03-01 00:00:00,0.0,0.00020183333333333335
2016-03-01 01:00:00,2016-03-01 01:00:00,0.0,4.4986666666666654e-05
2016-03-01 02:00:00,2016-03-01 02:00:00,0.0,4.4986666666666654e-05
2016-03-01 03:00:00,2016-03-01 03:00:00,0.0,4.4986666666666654e-05
2016-03-01 04:00:00,2016-03-01 04:00:00,0.0,2.396e-05
2016-03-01 05:00:00,2016-03-01 05:00:00,0.0,2.396e-05
2016-03-01 06:00:00,2016-03-01 06:00:00,0.0,2.396e-05
2016-03-01 07:00:00,2016-03-01 07:00:00,0.0,1.7559999999999998e-05
2016-03-01 08:00:00,2016-03-01 08:00:00,0.0,1.7559999999999998e-05
2016-03-01 09:00:00,2016-03-01 09:00:00,0.0,1.7559999999999998e-05
2016-03-01 10:00:00,2016-03-01 10:00:00,0.0,1.5086666666666667e-05
2016-03-01 11:00:00,2016-03-01 11:00:00,0.0,1.5086666666666667e-05
2016-03-01 12:00:00,2016-03-01 12:00:00,0.0,1.5086666666666667e-05
2016-03-01 13:00:00,2016-03-01 13:00:00,0.0,1.0166666666666667e-05
2016-03-01 14:00:00,2016-03-01 14:00:00,0.0,1.0166666666666667e-05
2016-03-01 15:00:00,2016-03-01 15:00:00,0.0,1.0166666666666667e-05
2016-03-01 16:00:00,2016-03-01 16:00:00,0.0,8.717333333333335e-05
2016-03-01 17:00:00,2016-03-01 17:00:00,0.0,8.717333333333335e-05
2016-03-01 18:00:00,2016-03-01 18:00:00,0.0,8.717333333333335e-05
2016-03-01 19:00:00,2016-03-01 19:00:00,0.0,0.00021627333333333333
2016-03-01 20:00:00,2016-03-01 20:00:00,0.0,0.00021627333333333333
2016-03-01 21:00:00,2016-03-01 21:00:00,0.0,0.00021627333333333333
2016-03-01 22:00:00,2016-03-01 22:00:00,0.0,0.00018657333333333334
2016-03-01 23:00:00,2016-03-01 23:00:00,0.0,0.00018657333333333334
2016-03-02 00:00:00,2016-03-02 00:00:00,0.0,0.00018657333333333334
2016-03-02 01:00:00,2016-03-02 01:00:00,0.0,5.0033333333333334e-05
2016-03-02 02:00:00,2016-03-02 02:00:00,0.0,5.0033333333333334e-05
2016-03-02 03:00:00,2016-03-02 03:00:00,0.0,5.0033333333333334e-05
2016-03-02 04:00:00,2016-03-02 04:00:00,0.0,1.0473333333333332e-05
2016-03-02 05:00:00,2016-03-02 05:00:00,0.0,1.0473333333333332e-05
2016-03-02 06:00:00,2016-03-02 06:00:00,0.0,1.0473333333333332e-05
2016-03-02 07:00:00,2016-03-02 07:00:00,0.0,5.253333333333334e-06
2016-03-02 08:00:00,2016-03-02 08:00:00,0.0,5.253333333333334e-06
2016-03-02 09:00:00,2016-03-02 09:00:00,0.0,5.253333333333334e-06
2016-03-02 10:00:00,2016-03-02 10:00:00,0.0,2.28e-06
2016-03-02 11:00:00,2016-03-02 11:00:00,0.0,2.28e-06
2016-03-02 12:00:00,2016-03-02 12:00:00,0.0,2.28e-06
2016-03-02 13:00:00,2016-03-02 13:00:00,0.0,-2.7333333333333356e-07
2016-03-02 14:00:00,2016-03-02 14:00:00,0.0,-2.7333333333333356e-07
2016-03-02 15:00:00,2016-03-02 15:00:00,0.0,-2.7333333333333356e-07
2016-03-02 16:00:00,2016-03-02 16:00:00,0.0,7.269999999999999e-05
2016-03-02 17:00:00,2016-03-02 17:00:00,0.0,7.269999999999999e-05
2016-03-02 18:00:00,2016-03-02 18:00:00,0.0,7.269999999999999e-05
2016-03-02 19:00:00,2016-03-02 19:00:00,0.0,0.00017796
2016-03-02 20:00:00,2016-03-02 20:00:00,0.0,0.00017796
2016-03-02 21:00:00,2016-03-02 21:00:00,0.0,0.00017796
2016-03-02 22:00:00,2016-03-02 22:00:00,0.0,0.00016989333333333336
2016-03-02 23:00:00,2016-03-02 23:00:00,0.0,0.00016989333333333336
2016-03-03 00:00:00,2016-03-03 00:00:00,0.0,0.00016989333333333336
2016-03-03 01:00:00,2016-03-03 01:00:00,0.0,4.0526666666666666e-05
2016-03-03 02:00:00,2016-03-03 02:00:00,0.0,4.0526666666666666e-05
2016-03-03 03:00:00,2016-03-03 03:00:00,0.0,4.0526666666666666e-05
2016-03-03 04:00:00,2016-03-03 04:00:00,0.0,1.3333199999999994e-07
2016-03-03 05:00:00,2016-03-03 05:00:00,0.0,1.3333199999999994e-07
2016-03-03 06:00:00,2016-03-03 06:00:00,0.0,1.3333199999999994e-07
2016-03-03 07:00:00,2016-03-03 07:00:00,0.0,3.52e-06
2016-03-03 08:00:00,2016-03-03 08:00:00,0.0,3.52e-06
2016-03-03 09:00:00,2016-03-03 09:00:00,0.0,3.52e-06
2016-03-03 10:00:00,2016-03-03 10:00:00,0.0,9.466639999999997e-07
2016-03-03 11:00:00,2016-03-03 11:00:00,0.0,9.466639999999997e-07
2016-03-03 12:00:00,2016-03-03 12:00:00,0.0,9.466639999999997e-07
2016-03-03 13:00:00,2016-03-03 13:00:00,0.0,7.086666666666667e-06
2016-03-03 14:00:00,2016-03-03 14:00:00,0.0,7.086666666666667e-06
2016-03-03 15:00:00,2016-03-03 15:00:00,0.0,7.086666666666667e-06
2016-03-03 16:00:00,2016-03-03 16:00:00,1.3333333333333335e-08,6.216666666666668e-05
2016-03-03 17:00:00,2016-03-03 17:00:00,0.0,6.216666666666668e-05
2016-03-03 18:00:00,2016-03-03 18:00:00,0.0,6.216666666666668e-05
2016-03-03 19:00:00,2016-03-03 19:00:00,0.0,0.00011904666666666665
2016-03-03 20:00:00,2016-03-03 20:00:00,0.0,0.00011904666666666665
2016-03-03 21:00:00,2016-03-03 21:00:00,0.0,0.00011904666666666665
2016-03-03 22:00:00,2016-03-03 22:00:00,0.0,0.00011652
2016-03-03 23:00:00,2016-03-03 23:00:00,0.0,0.00011652
2016-03-04 00:00:00,2016-03-04 00:00:00,0.0,0.00011652
2016-03-04 01:00:00,2016-03-04 01:00:00,5.866666666666667e-07,3.220666666666667e-05
2016-03-04 02:00:00,2016-03-04 02:00:00,7.733333333333333e-06,3.220666666666667e-05
2016-03-04 03:00:00,2016-03-04 03:00:00,3.1733333333333336e-06,3.220666666666667e-05
2016-03-04 04:00:00,2016-03-04 04:00:00,0.00016421333333333332,3.086665333333333e-06
2016-03-04 05:00:00,2016-03-04 05:00:00,2.666666666666667e-08,3.086665333333333e-06
2016-03-04 06:00:00,2016-03-04 06:00:00,0.0,3.086665333333333e-06
2016-03-04 07:00:00,2016-03-04 07:00:00,0.0,-2.6e-07
2016-03-04 08:00:00,2016-03-04 08:00:00,0.0,-2.6e-07
2016-03-04 09:00:00,2016-03-04 09:00:00,0.0,-2.6e-07
2016-03-04 10:00:00,2016-03-04 10:00:00,0.0,-3.0200000000000003e-06
2016-03-04 11:00:00,2016-03-04 11:00:00,0.0,-3.0200000000000003e-06
2016-03-04 12:00:00,2016-03-04 12:00:00,0.0,-3.0200000000000003e-06
2016-03-04 13:00:00,2016-03-04 13:00:00,0.0,-7.553333333333333e-06
2016-03-04 14:00:00,2016-03-04 14:00:00,0.0,-7.553333333333333e-06
2016-03-04 15:00:00,2016-03-04 15:00:00,0.0,-7.553333333333333e-06
2016-03-04 16:00:00,2016-03-04 16:00:00,0.0,6.0079999999999994e-05
2016-03-04 17:00:00,2016-03-04 17:00:00,0.0,6.0079999999999994e-05
2016-03-04 18:00:00,2016-03-04 18:00:00,0.0,6.0079999999999994e-05
2016-03-04 19:00:00,2016-03-04 19:00:00,4.63e-05,8.840666666666665e-05
2016-03-04 20:00:00,2016-03-04 20:00:00,0.00045643333333333333,8.840666666666665e-05
2016-03-04 21:00:00,2016-03-04 21:00:00,0.0005895866666666667,8.840666666666665e-05
2016-03-04 22:00:00,2016-03-04 22:00:00,0.00017593333333333335,5.574e-05
2016-03-04 23:00:00,2016-03-04 23:00:00,0.0008711866666666668,5.574e-05
2016-03-05 00:00:00,2016-03-05 00:00:00,0.0021324133333333333,5.574e-05
2016-03-05 01:00:00,2016-03-05 01:00:00,0.0029734400000000004,1.2820000000000003e-05
2016-03-05 02:00:00,2016-03-05 02:00:00,0.00073184,1.2820000000000003e-05
2016-03-05 03:00:00,2016-03-05 03:00:00,0.00023934666666666665,1.2820000000000003e-05
2016-03-05 04:00:00,2016-03-05 04:00:00,1.696e-05,2.606666666666666e-06
2016-03-05 05:00:00,2016-03-05 05:00:00,1.5106666666666665e-05,2.606666666666666e-06
2016-03-05 06:00:00,2016-03-05 06:00:00,1.3946666666666668e-05,2.606666666666666e-06
2016-03-05 07:00:00,2016-03-05 07:00:00,8.842666666666666e-05,2.866666666666666e-06
2016-03-05 08:00:00,2016-03-05 08:00:00,0.0013628533333333332,2.866666666666666e-06
2016-03-05 09:00:00,2016-03-05 09:00:00,0.006630146666666667,2.866666666666666e-06
2016-03-05 10:00:00,2016-03-05 10:00:00,0.006539253333333332,3.213333333333333e-06
2016-03-05 11:00:00,2016-03-05 11:00:00,0.0012067866666666666,3.213333333333333e-06
2016-03-05 12:00:00,2016-03-05 12:00:00,0.00134576,3.213333333333333e-06
2016-03-05 13:00:00,2016-03-05 13:00:00,0.00020831999999999998,3.773333333333333e-06
2016-03-05 14:00:00,2016-03-05 14:00:00,0.00038693333333333327,3.773333333333333e-06
2016-03-05 15:00:00,2016-03-05 15:00:00,1.1239999999999999e-05,3.773333333333333e-06
2016-03-05 16:00:00,2016-03-05 16:00:00,1.424e-05,4.562666666666667e-05
2016-03-05 17:00:00,2016-03-05 17:00:00,0.00022287333333333335,4.562666666666667e-05
2016-03-05 18:00:00,2016-03-05 18:00:00,0.0007215066666666668,4.562666666666667e-05
2016-03-05 19:00:00,2016-03-05 19:00:00,0.0007598,7.471999999999999e-05
2016-03-05 20:00:00,2016-03-05 20:00:00,0.0007845866666666666,7.471999999999999e-05
2016-03-05 21:00:00,2016-03-05 21:00:00,0.00039074666666666667,7.471999999999999e-05
2016-03-05 22:00:00,2016-03-05 22:00:00,0.00011222666666666669,5.559333333333332e-05
2016-03-05 23:00:00,2016-03-05 23:00:00,0.0007699733333333333,5.559333333333332e-05
2016-03-06 00:00:00,2016-03-06 00:00:00,0.0031261333333333324,5.559333333333332e-05
2016-03-06 01:00:00,2016-03-06 01:00:00,0.008197066666666667,2.1493333333333336e-05
2016-03-06 02:00:00,2016-03-06 02:00:00,0.005700746666666668,2.1493333333333336e-05
2016-03-06 03:00:00,2016-03-06 03:00:00,0.0022382133333333333,2.1493333333333336e-05
2016-03-06 04:00:00,2016-03-06 04:00:00,0.0027588799999999996,3.1106666666666665e-05
2016-03-06 05:00:00,2016-03-06 05:00:00,0.006929026666666668,3.1106666666666665e-05
2016-03-06 06:00:00,2016-03-06 06:00:00,0.006968266666666665,3.1106666666666665e-05
2016-03-06 07:00:00,2016-03-06 07:00:00,0.008514866666666667,4.7860000000000006e-05
2016-03-06 08:00:00,2016-03-06 08:00:00,0.0015830133333333335,4.7860000000000006e-05
2016-03-06 09:00:00,2016-03-06 09:00:00,0.0016852533333333334,4.7860000000000006e-05
2016-03-06 10:00:00,2016-03-06 10:00:00,0.0022804533333333336,4.993999999999999e-05
2016-03-06 11:00:00,2016-03-06 11:00:00,0.0003248,4.993999999999999e-05
2016-03-06 12:00:00,2016-03-06 12:00:00,4.2746666666666675e-05,4.993999999999999e-05
2016-03-06 13:00:00,2016-03-06 13:00:00,1.8666666666666667e-07,6.0240000000000006e-05
2016-03-06 14:00:00,2016-03-06 14:00:00,0.00047531999999999994,6.0240000000000006e-05
2016-03-06 15:00:00,2016-03-06 15:00:00,0.0006859066666666664,6.0240000000000006e-05
2016-03-06 16:00:00,2016-03-06 16:00:00,1.0586666666666668e-05,9.065333333333334e-05
2016-03-06 17:00:00,2016-03-06 17:00:00,0.0,9.065333333333334e-05
2016-03-06 18:00:00,2016-03-06 18:00:00,0.0,9.065333333333334e-05
2016-03-06 19:00:00,2016-03-06 19:00:00,2.38e-05,0.00018458666666666665
2016-03-06 20:00:00,2016-03-06 20:00:00,0.0,0.00018458666666666665
2016-03-06 21:00:00,2016-03-06 21:00:00,0.0,0.00018458666666666665
2016-03-06 22:00:00,2016-03-06 22:00:00,0.0,0.00014121333333333335
2016-03-06 23:00:00,2016-03-06 23:00:00,0.0,0.00014121333333333335
2016-03-07 00:00:00,2016-03-07 00:00:00,0.0,0.00014121333333333335
2016-03-07 01:00:00,2016-03-07 01:00:00,0.0,6.943333333333335e-05
2016-03-07 02:00:00,2016-03-07 02:00:00,0.0,6.943333333333335e-05
2016-03-07 03:00:00,2016-03-07 03:00:00,0.0,6.943333333333335e-05
2016-03-07 04:00:00,2016-03-07 04:00:00,0.0,8.373333333333334e-05
2016-03-07 05:00:00,2016-03-07 05:00:00,3.5533333333333334e-05,8.373333333333334e-05
2016-03-07 06:00:00,2016-03-07 06:00:00,0.0011141333333333334,8.373333333333334e-05
2016-03-07 07:00:00,2016-03-07 07:00:00,0.0022301200000000004,0.00010580000000000001
2016-03-07 08:00:00,2016-03-07 08:00:00,0.0032249866666666663,0.00010580000000000001
2016-03-07 09:00:00,2016-03-07 09:00:00,0.00464876,0.00010580000000000001
2016-03-07 10:00:00,2016-03-07 10:00:00,0.004328853333333333,0.00011656666666666665
2016-03-07 11:00:00,2016-03-07 11:00:00,0.0031086000000000004,0.00011656666666666665
2016-03-07 12:00:00,2016-03-07 12:00:00,0.0014014799999999999,0.00011656666666666665
2016-03-07 13:00:00,2016-03-07 13:00:00,0.0010776133333333334,0.00012078666666666669
2016-03-07 14:00:00,2016-03-07 14:00:00,0.0003449466666666667,0.00012078666666666669
2016-03-07 15:00:00,2016-03-07 15:00:00,0.0012257866666666667,0.00012078666666666669
2016-03-07 16:00:00,2016-03-07 16:00:00,0.0018399066666666664,0.00016926000000000002
2016-03-07 17:00:00,2016-03-07 17:00:00,0.00039680000000000005,0.00016926000000000002
2016-03-07 18:00:00,2016-03-07 18:00:00,0.0006713066666666666,0.00016926000000000002
2016-03-07 19:00:00,2016-03-07 19:00:00,0.0005805466666666668,0.00019865333333333332
2016-03-07 20:00:00,2016-03-07 20:00:00,0.0008154666666666666,0.00019865333333333332
2016-03-07 21:00:00,2016-03-07 21:00:00,0.00040917333333333336,0.00019865333333333332
2016-03-07 22:00:00,2016-03-07 22:00:00,0.0003217333333333333,0.00018840000000000003
2016-03-07 23:00:00,2016-03-07 23:00:00,0.0011593733333333336,0.00018840000000000003
2016-03-08 00:00:00,2016-03-08 00:00:00,0.0009086266666666668,0.00018840000000000003
2016-03-08 01:00:00,2016-03-08 01:00:00,0.0002101866666666667,0.00016754666666666667
2016-03-08 02:00:00,2016-03-08 02:00:00,0.00012650666666666667,0.00016754666666666667
2016-03-08 03:00:00,2016-03-08 03:00:00,0.00045994666666666667,0.00016754666666666667
2016-03-08 04:00:00,2016-03-08 04:00:00,0.00018325333333333332,0.00013229333333333334
2016-03-08 05:00:00,2016-03-08 05:00:00,0.0,0.00013229333333333334
2016-03-08 06:00:00,2016-03-08 06:00:00,0.0,0.00013229333333333334
2016-03-08 07:00:00,2016-03-08 07:00:00,0.0,0.00010986666666666666
2016-03-08 08:00:00,2016-03-08 08:00:00,0.0,0.00010986666666666666
2016-03-08 09:00:00,2016-03-08 09:00:00,0.0,0.00010986666666666666
2016-03-08 10:00:00,2016-03-08 10:00:00,0.0,9.350666666666669e-05
2016-03-08 11:00:00,2016-03-08 11:00:00,0.0,9.350666666666669e-05
2016-03-08 12:00:00,2016-03-08 12:00:00,0.0,9.350666666666669e-05
2016-03-08 13:00:00,2016-03-08 13:00:00,5.973333333333334e-06,6.978e-05
2016-03-08 14:00:00,2016-03-08 14:00:00,0.0,6.978e-05
2016-03-08 15:00:00,2016-03-08 15:00:00,0.0,6.978e-05
2016-03-08 16:00:00,2016-03-08 16:00:00,0.0,0.00011594666666666669
2016-03-08 17:00:00,2016-03-08 17:00:00,0.0,0.00011594666666666669
2016-03-08 18:00:00,2016-03-08 18:00:00,0.0,0.00011594666666666669
2016-03-08 19:00:00,2016-03-08 19:00:00,0.0,0.00020866
2016-03-08 20:00:00,2016-03-08 20:00:00,0.0,0.00020866
2016-03-08 21:00:00,2016-03-08 21:00:00,0.0,0.00020866
2016-03-08 22:00:00,2016-03-08 22:00:00,0.0,0.00016743999999999998
2016-03-08 23:00:00,2016-03-08 23:00:00,0.0,0.00016743999999999998
2016-03-09 00:00:00,2016-03-09 00:00:00,0.0,0.00016743999999999998
2016-03-09 01:00:00,2016-03-09 01:00:00,0.0,7.369999999999999e-05
2016-03-09 02:00:00,2016-03-09 02:00:00,0.0,7.369999999999999e-05
2016-03-09 03:00:00,2016-03-09 03:00:00,6.197333333333333e-05,7.369999999999999e-05
2016-03-09 04:00:00,2016-03-09 04:00:00,1.904e-05,4.127333333333334e-05
2016-03-09 05:00:00,2016-03-09 05:00:00,1.0666666666666668e-07,4.127333333333334e-05
2016-03-09 06:00:00,2016-03-09 06:00:00,0.0,4.127333333333334e-05
2016-03-09 07:00:00,2016-03-09 07:00:00,0.0,3.4080000000000006e-05
2016-03-09 08:00:00,2016-03-09 08:00:00,0.0,3.4080000000000006e-05
2016-03-09 09:00:00,2016-03-09 09:00:00,0.0,3.4080000000000006e-05
2016-03-09 10:00:00,2016-03-09 10:00:00,0.0,2.8753333333333338e-05
2016-03-09 11:00:00,2016-03-09 11:00:00,0.0,2.8753333333333338e-05
2016-03-09 12:00:00,2016-03-09 12:00:00,4.48e-05,2.8753333333333338e-05
2016-03-09 13:00:00,2016-03-09 13:00:00,0.0,2.398666666666667e-05
2016-03-09 14:00:00,2016-03-09 14:00:00,0.0,2.398666666666667e-05
2016-03-09 15:00:00,2016-03-09 15:00:00,0.0,2.398666666666667e-05
2016-03-09 16:00:00,2016-03-09 16:00:00,1.1199999999999999e-06,6.634666666666667e-05
2016-03-09 17:00:00,2016-03-09 17:00:00,1.1199999999999999e-06,6.634666666666667e-05
2016-03-09 18:00:00,2016-03-09 18:00:00,0.0,6.634666666666667e-05
2016-03-09 19:00:00,2016-03-09 19:00:00,0.0,0.00011563333333333333
2016-03-09 20:00:00,2016-03-09 20:00:00,0.0,0.00011563333333333333
2016-03-09 21:00:00,2016-03-09 21:00:00,0.0,0.00011563333333333333
2016-03-09 22:00:00,2016-03-09 22:00:00,0.0,9.69e-05
2016-03-09 23:00:00,2016-03-09 23:00:00,0.0,9.69e-05
2016-03-10 00:00:00,2016-03-10 00:00:00,0.0,9.69e-05
2016-03-10 01:00:00,2016-03-10 01:00:00,0.0,2.6386666666666673e-05
2016-03-10 02:00:00,2016-03-10 02:00:00,0.0,2.6386666666666673e-05
2016-03-10 03:00:00,2016-03-10 03:00:00,0.0,2.6386666666666673e-05
2016-03-10 04:00:00,2016-03-10 04:00:00,0.0,-3.2e-07
2016-03-10 05:00:00,2016-03-10 05:00:00,0.0,-3.2e-07
2016-03-10 06:00:00,2016-03-10 06:00:00,0.0,-3.2e-07
2016-03-10 07:00:00,2016-03-10 07:00:00,0.0,8.733333333333335e-07
2016-03-10 08:00:00,2016-03-10 08:00:00,0.0,8.733333333333335e-07
2016-03-10 09:00:00,2016-03-10 09:00:00,0.0,8.733333333333335e-07
2016-03-10 10:00:00,2016-03-10 10:00:00,0.0,2.693333333333333e-06
2016-03-10 11:00:00,2016-03-10 11:00:00,1.8186666666666663e-05,2.693333333333333e-06
2016-03-10 12:00:00,2016-03-10 12:00:00,0.0,2.693333333333333e-06
2016-03-10 13:00:00,2016-03-10 13:00:00,0.0,-9.333333333333334e-07
2016-03-10 14:00:00,2016-03-10 14:00:00,0.0,-9.333333333333334e-07
2016-03-10 15:00:00,2016-03-10 15:00:00,0.0,-9.333333333333334e-07
2016-03-10 16:00:00,2016-03-10 16:00:00,0.0,6.088e-05
2016-03-10 17:00:00,2016-03-10 17:00:00,0.0,6.088e-05
2016-03-10 18:00:00,2016-03-10 18:00:00,0.0,6.088e-05
2016-03-10 19:00:00,2016-03-10 19:00:00,0.0,0.00013179333333333332
2016-03-10 20:00:00,2016-03-10 20:00:00,0.0,0.00013179333333333332
2016-03-10 21:00:00,2016-03-10 21:00:00,0.0,0.00013179333333333332
2016-03-10 22:00:00,2016-03-10 22:00:00,0.0,8.26e-05
2016-03-10 23:00:00,2016-03-10 23:00:00,0.0,8.26e-05
2016-03-11 00:00:00,2016-03-11 00:00:00,0.0,8.26e-05
2016-03-11 01:00:00,2016-03-11 01:00:00,0.0,3.943333333333333e-05
2016-03-11 02:00:00,2016-03-11 02:00:00,0.0,3.943333333333333e-05
2016-03-11 03:00:00,2016-03-11 03:00:00,0.0,3.943333333333333e-05
2016-03-11 04:00:00,2016-03-11 04:00:00,0.0,1.701333333333333e-05
2016-03-11 05:00:00,2016-03-11 05:00:00,0.0,1.701333333333333e-05
2016-03-11 06:00:00,2016-03-11 06:00:00,0.0,1.701333333333333e-05
2016-03-11 07:00:00,2016-03-11 07:00:00,0.0,3.6999999999999997e-06
2016-03-11 08:00:00,2016-03-11 08:00:00,0.0,3.6999999999999997e-06
2016-03-11 09:00:00,2016-03-11 09:00:00,0.0,3.6999999999999997e-06
2016-03-11 10:00:00,2016-03-11 10:00:00,0.0,8.720000000000001e-06
2016-03-11 11:00:00,2016-03-11 11:00:00,0.0,8.720000000000001e-06
2016-03-11 12:00:00,2016-03-11 12:00:00,0.0,8.720000000000001e-06
2016-03-11 13:00:00,2016-03-11 13:00:00,0.00040485333333333337,3.8480000000000004e-05
2016-03-11 14:00:00,2016-03-11 14:00:00,0.0010201599999999998,3.8480000000000004e-05
2016-03-11 15:00:00,2016-03-11 15:00:00,0.0027334400000000006,3.8480000000000004e-05
2016-03-11 16:00:00,2016-03-11 16:00:00,0.00395792,7.498e-05
2016-03-11 17:00:00,2016-03-11 17:00:00,0.004328159999999999,7.498e-05
2016-03-11 18:00:00,2016-03-11 18:00:00,0.004082986666666667,7.498e-05
2016-03-11 19:00:00,2016-03-11 19:00:00,0.0015486133333333335,0.00014008
2016-03-11 20:00:00,2016-03-11 20:00:00,0.0012199733333333332,0.00014008
2016-03-11 21:00:00,2016-03-11 21:00:00,0.0005289866666666667,0.00014008
2016-03-11 22:00:00,2016-03-11 22:00:00,0.00032197333333333335,0.0001949333333333333
2016-03-11 23:00:00,2016-03-11 23:00:00,0.00017536,0.0001949333333333333
2016-03-12 00:00:00,2016-03-12 00:00:00,0.00024093333333333333,0.0001949333333333333
2016-03-12 01:00:00,2016-03-12 01:00:00,0.0005202133333333333,0.00015094
2016-03-12 02:00:00,2016-03-12 02:00:00,0.0005918000000000001,0.00015094
2016-03-12 03:00:00,2016-03-12 03:00:00,0.0007166,0.00015094
2016-03-12 04:00:00,2016-03-12 04:00:00,0.00023425333333333334,8.548e-05
2016-03-12 05:00:00,2016-03-12 05:00:00,0.00021,8.548e-05
2016-03-12 06:00:00,2016-03-12 06:00:00,8.554666666666667e-05,8.548e-05
2016-03-12 07:00:00,2016-03-12 07:00:00,9.216e-05,5.508666666666667e-05
2016-03-12 08:00:00,2016-03-12 08:00:00,9.349333333333334e-05,5.508666666666667e-05
2016-03-12 09:00:00,2016-03-12 09:00:00,8.037333333333332e-05,5.508666666666667e-05
2016-03-12 10:00:00,2016-03-12 10:00:00,0.0,2.626666666666667e-05
2016-03-12 11:00:00,2016-03-12 11:00:00,0.0,2.626666666666667e-05
2016-03-12 12:00:00,2016-03-12 12:00:00,0.0,2.626666666666667e-05
2016-03-12 13:00:00,2016-03-12 13:00:00,0.0,3.313333333333334e-05
2016-03-12 14:00:00,2016-03-12 14:00:00,0.0,3.313333333333334e-05
2016-03-12 15:00:00,2016-03-12 15:00:00,0.0008699733333333333,3.313333333333334e-05
2016-03-12 16:00:00,2016-03-12 16:00:00,0.0,9.347333333333332e-05
2016-03-12 17:00:00,2016-03-12 17:00:00,0.0,9.347333333333332e-05
2016-03-12 18:00:00,2016-03-12 18:00:00,0.0,9.347333333333332e-05
2016-03-12 19:00:00,2016-03-12 19:00:00,0.0,0.00013110666666666664
2016-03-12 20:00:00,2016-03-12 20:00:00,0.0,0.00013110666666666664
2016-03-12 21:00:00,2016-03-12 21:00:00,0.0,0.00013110666666666664
2016-03-12 22:00:00,2016-03-12 22:00:00,0.0,0.00013081999999999997
2016-03-12 23:00:00,2016-03-12 23:00:00,0.0,0.00013081999999999997
2016-03-13 00:00:00,2016-03-13 00:00:00,0.0,0.00013081999999999997
2016-03-13 01:00:00,2016-03-13 01:00:00,0.0,5.952e-05
2016-03-13 02:00:00,2016-03-13 02:00:00,0.0,5.952e-05
2016-03-13 03:00:00,2016-03-13 03:00:00,0.0,5.952e-05
2016-03-13 04:00:00,2016-03-13 04:00:00,0.0,2.4406666666666665e-05
2016-03-13 05:00:00,2016-03-13 05:00:00,1.72e-06,2.4406666666666665e-05
2016-03-13 06:00:00,2016-03-13 06:00:00,2.1333333333333336e-07,2.4406666666666665e-05
2016-03-13 07:00:00,2016-03-13 07:00:00,0.00011524,2.846666666666666e-05
2016-03-13 08:00:00,2016-03-13 08:00:00,0.0015578,2.846666666666666e-05
2016-03-13 09:00:00,2016-03-13 09:00:00,0.00049096,2.846666666666666e-05
2016-03-13 10:00:00,2016-03-13 10:00:00,0.0007829333333333334,1.88e-05
