land_surface_water__runoff_depth,land_surface_water__runoff_volume_flux,DIRECT_RUNOFF,GIUH_RUNOFF,NASH_LATERAL_RUNOFF,DEEP_GW_TO_CHANNEL_FLUX,SOIL_CONCEPTUAL_STORAGE
0.00011130994210074921,0.27656371311634875,0.0,0.0,0.0,0.00011130994210074921,0.5691750882798811
0.00011130544172122456,0.27655253135083635,0.0,0.0,0.0,0.00011130544172122456,0.5630342402503979
0.00011683402381865694,0.29028899697356153,0.0,0.0,5.533137795179423e-06,0.00011130088602347752,0.5569764289069803
0.00012748860084347844,0.31676164917386257,0.0,0.0,1.6192324987775247e-05,0.00011129627585570319,0.5510103962054531
0.00014288254612948958,0.3550098648090452,0.0,0.0,3.1590934165533185e-05,0.00011129161196395639,0.5451250363331694
0.0001626489396014335,0.40412198426888246,0.0,0.0,5.136204453277944e-05,0.00011128689506865403,0.5393175664101593
0.00018643959755444906,0.4632329008392244,0.0,0.0,7.515747165842346e-05,0.00011128212589602562,0.5335886252269121
0.00021392424465176618,0.5315220034249254,0.0,0.0,0.00010264693948928333,0.00011127730516248286,0.5279371509160312
0.0002447897606003043,0.6082113048195232,0.0,0.0,0.00013351732702555303,0.00011127243357475124,0.5223620959687149
0.00027873943510983273,0.692563590556481,0.0,0.0,0.00016747192327983164,0.00011126751183000109,0.5168624270405991
0.0003154922522906404,0.7838806409041527,0.0,0.0,0.00020422971167466256,0.00011126254061597787,0.5114371247602257
0.0003547822033915625,0.8815015232759675,0.0,0.0,0.00024352468278043485,0.00011125752061112765,0.5060851835401005
0.0003963576268196489,0.9848009524253304,0.0,0.0,0.00028510517433492455,0.0001112524524847243,0.500805611390306
0.00043998057437546546,1.0931877157765908,0.0,0.0,0.0003287332375238027,0.00011124733685166275,0.4955924975433263
0.000485426202902013,1.2061031618993827,0.0,0.0,0.0003741840285381555,0.0001112421743638575,0.490449875539795
0.0005324821298061647,1.3230195992196396,0.0,0.0,0.0004212451641417553,0.00011123696566440935,0.48537679218740937
0.0005809479372937757,1.4434390642286477,0.0,0.0,0.000469716225724726,0.00011123171156904976,0.48039203674250175
0.0006306346315296126,1.5668919776970773,0.0,0.0,0.0005194082209137113,0.00011122641061590133,0.47524779533876693
0.0006813643708825419,1.6929364694655826,0.0,0.0,0.0005701433081595682,0.00011122106272297362,0.470094196245555
0.000732966935016097,1.821149605451074,0.0,0.0,0.0006217512671159851,0.00011121566790011199,0.46494123077752836
0.000785281263953487,1.951131211649549,0.0,0.0,0.0006740710374337557,0.00011121022651973132,0.4598283494858875
0.0008381551838609534,2.0825031928099533,0.0,0.0,0.0007269504445490714,0.00011120473931188202,0.45479446947058655
0.0008914455014053087,2.2149097668774913,0.0,0.0,0.0007802462939552673,0.00011119920745004142,0.44988784637344653
0.0009450180774795953,2.3480176481744044,0.0,0.0,0.0008338244452971634,0.00011119363218243183,0.44511662420331305
0.0009987480034286506,2.481516485254809,0.0,0.0,0.0008875599881443454,0.00011118801528430521,0.4405381607444278
0.0010525192664828302,2.6151180296322156,0.0,0.0,0.0009413369085199894,0.00011118235796284072,0.43609066083049197
0.0011062250298608087,2.7485568317305757,0.0,0.0,0.000995048368995931,0.00011117666086487774,0.4317131648908444
0.001159766431410511,2.8815872559548232,0.0,0.0,0.00104859550678201,0.00011117092462850104,0.42740472633016
0.0012130514557733183,3.0139806784393537,0.0,0.0,0.00110188630589016,0.00011116514988315833,0.4231644113529973
0.0012659946008854296,3.1455246584282226,0.0,0.0,0.0011548352637263102,0.00011115933715911943,0.41898143401094406
0.0013185165586606694,3.2760221448909586,0.0,0.0,0.0012073630716811867,0.00011115348697948271,0.41485501898320043
0.001370543788305315,3.4052904163689592,0.0,0.0,0.0012593961885357,0.0001111475997696151,0.4107745366530982
0.0014220082323532128,3.5331603754286127,0.0,0.0,0.0013108665563134156,0.00011114167603979723,0.40674923069743385
0.0014728469237705168,3.6594755724630303,0.0,0.0,0.0013617112074771072,0.00011113571629340964,0.4027783550200231
0.0015230018547374427,3.784091879663624,0.0,0.0,0.001411872133801074,0.00011112972093636882,0.39885130883363773
0.0015724197268185407,3.906876870286355,0.0,0.0,0.0014612960363587744,0.00011112369045976633,0.3949773642546814
0.0016210515908769189,4.027708923972815,0.0,0.0,0.001509933965528865,0.00011111762534805387,0.39115580324201643
0.0016688527474793527,4.146476979294049,0.0,0.0,0.0015577412214002211,0.00011111152607913155,0.3873859174638737
0.00171578252718706,4.263079987855029,0.0,0.0,0.0016046771340626237,0.00011110539312443626,0.3836670081665622
0.001761804080413698,4.377426392170111,0.0,0.0,0.0016507048533740108,0.00011109922703968706,0.3800082508247278
0.0018068841765675294,4.489433626606197,0.0,0.0,0.0016957911478318257,0.00011109302873570379,0.3764482911813613
0.0018509931286795217,4.5990279301116495,0.0,0.0,0.0017399063328321837,0.00011108679584733796,0.3726306612198971
0.0018941050886037837,4.706145079679341,0.0,0.0,0.0017830245603863747,0.0001110805282174089,0.36879559987877625
0.0019361934820502024,4.81071904810444,0.0,0.0,0.0018251192561779723,0.00011107422587222996,0.3649630724250565
0.001977234013542156,4.912689470184166,0.0,0.0,0.0018661661244323941,0.00011106788910976201,0.36116263893477585
0.002017204797875128,5.012001969343439,0.0,0.0,0.0019061432792885542,0.00011106151858657345,0.3574333245517287
0.002056086598891182,5.108608750900452,0.0,0.0,0.0019450314835782292,0.0001110551153129525,0.3538136267208317
0.002093863167330541,5.202469441501896,0.0,0.0,0.0019828144868637545,0.0001110486804667866,0.35032179276413244
