date,Flow,date
2016-01-01 00:00:00,0.0,2016-01-01 00:00:00
2016-01-01 01:00:00,0.0,2016-01-01 01:00:00
2016-01-01 02:00:00,0.0,2016-01-01 02:00:00
2016-01-01 03:00:00,0.0,2016-01-01 03:00:00
2016-01-01 04:00:00,0.0,2016-01-01 04:00:00
2016-01-01 05:00:00,0.0,2016-01-01 05:00:00
2016-01-01 06:00:00,0.0,2016-01-01 06:00:00
2016-01-01 07:00:00,0.0,2016-01-01 07:00:00
2016-01-01 08:00:00,0.0,2016-01-01 08:00:00
2016-01-01 09:00:00,0.0,2016-01-01 09:00:00
2016-01-01 10:00:00,0.0,2016-01-01 10:00:00
2016-01-01 11:00:00,0.0,2016-01-01 11:00:00
2016-01-01 12:00:00,0.0,2016-01-01 12:00:00
2016-01-01 13:00:00,0.0,2016-01-01 13:00:00
2016-01-01 14:00:00,0.0,2016-01-01 14:00:00
2016-01-01 15:00:00,0.0,2016-01-01 15:00:00
2016-01-01 16:00:00,0.0,2016-01-01 16:00:00
2016-01-01 17:00:00,0.0,2016-01-01 17:00:00
2016-01-01 18:00:00,0.0,2016-01-01 18:00:00
2016-01-01 19:00:00,0.0,2016-01-01 19:00:00
2016-01-01 20:00:00,0.0,2016-01-01 20:00:00
2016-01-01 21:00:00,0.0,2016-01-01 21:00:00
2016-01-01 22:00:00,0.0,2016-01-01 22:00:00
2016-01-01 23:00:00,0.0,2016-01-01 23:00:00
2016-01-02 00:00:00,0.0,2016-01-02 00:00:00
2016-01-02 01:00:00,0.0,2016-01-02 01:00:00
2016-01-02 02:00:00,0.0,2016-01-02 02:00:00
2016-01-02 03:00:00,0.0,2016-01-02 03:00:00
2016-01-02 04:00:00,0.0,2016-01-02 04:00:00
2016-01-02 05:00:00,0.0,2016-01-02 05:00:00
2016-01-02 06:00:00,0.0,2016-01-02 06:00:00
2016-01-02 07:00:00,0.0,2016-01-02 07:00:00
2016-01-02 08:00:00,0.0,2016-01-02 08:00:00
2016-01-02 09:00:00,0.0,2016-01-02 09:00:00
2016-01-02 10:00:00,0.0,2016-01-02 10:00:00
2016-01-02 11:00:00,0.0,2016-01-02 11:00:00
2016-01-02 12:00:00,0.0,2016-01-02 12:00:00
2016-01-02 13:00:00,0.0,2016-01-02 13:00:00
2016-01-02 14:00:00,0.0,2016-01-02 14:00:00
2016-01-02 15:00:00,0.0,2016-01-02 15:00:00
2016-01-02 16:00:00,0.0,2016-01-02 16:00:00
2016-01-02 17:00:00,0.0,2016-01-02 17:00:00
2016-01-02 18:00:00,0.0,2016-01-02 18:00:00
2016-01-02 19:00:00,0.0,2016-01-02 19:00:00
2016-01-02 20:00:00,0.0,2016-01-02 20:00:00
2016-01-02 21:00:00,0.0,2016-01-02 21:00:00
2016-01-02 22:00:00,0.0,2016-01-02 22:00:00
2016-01-02 23:00:00,0.0,2016-01-02 23:00:00
2016-01-03 00:00:00,0.0,2016-01-03 00:00:00
2016-01-03 01:00:00,0.0,2016-01-03 01:00:00
2016-01-03 02:00:00,0.0,2016-01-03 02:00:00
2016-01-03 03:00:00,0.0,2016-01-03 03:00:00
2016-01-03 04:00:00,0.0,2016-01-03 04:00:00
2016-01-03 05:00:00,0.0,2016-01-03 05:00:00
2016-01-03 06:00:00,0.0,2016-01-03 06:00:00
2016-01-03 07:00:00,0.0,2016-01-03 07:00:00
2016-01-03 08:00:00,0.0,2016-01-03 08:00:00
2016-01-03 09:00:00,0.0,2016-01-03 09:00:00
2016-01-03 10:00:00,0.0,2016-01-03 10:00:00
2016-01-03 11:00:00,0.0,2016-01-03 11:00:00
2016-01-03 12:00:00,0.0,2016-01-03 12:00:00
2016-01-03 13:00:00,0.0,2016-01-03 13:00:00
2016-01-03 14:00:00,0.0,2016-01-03 14:00:00
2016-01-03 15:00:00,0.0,2016-01-03 15:00:00
2016-01-03 16:00:00,0.0,2016-01-03 16:00:00
2016-01-03 17:00:00,0.0,2016-01-03 17:00:00
2016-01-03 18:00:00,0.0,2016-01-03 18:00:00
2016-01-03 19:00:00,0.0,2016-01-03 19:00:00
2016-01-03 20:00:00,0.0,2016-01-03 20:00:00
2016-01-03 21:00:00,0.0,2016-01-03 21:00:00
2016-01-03 22:00:00,0.0,2016-01-03 22:00:00
2016-01-03 23:00:00,0.0,2016-01-03 23:00:00
2016-01-04 00:00:00,0.0,2016-01-04 00:00:00
2016-01-04 01:00:00,0.0,2016-01-04 01:00:00
2016-01-04 02:00:00,0.0,2016-01-04 02:00:00
2016-01-04 03:00:00,0.0,2016-01-04 03:00:00
2016-01-04 04:00:00,0.0,2016-01-04 04:00:00
2016-01-04 05:00:00,0.0,2016-01-04 05:00:00
2016-01-04 06:00:00,0.0,2016-01-04 06:00:00
2016-01-04 07:00:00,0.0,2016-01-04 07:00:00
2016-01-04 08:00:00,0.0,2016-01-04 08:00:00
2016-01-04 09:00:00,0.0,2016-01-04 09:00:00
2016-01-04 10:00:00,0.0,2016-01-04 10:00:00
2016-01-04 11:00:00,0.0,2016-01-04 11:00:00
2016-01-04 12:00:00,0.0,2016-01-04 12:00:00
2016-01-04 13:00:00,0.0,2016-01-04 13:00:00
2016-01-04 14:00:00,0.0,2016-01-04 14:00:00
2016-01-04 15:00:00,0.0,2016-01-04 15:00:00
2016-01-04 16:00:00,0.0,2016-01-04 16:00:00
2016-01-04 17:00:00,0.0,2016-01-04 17:00:00
2016-01-04 18:00:00,0.0,2016-01-04 18:00:00
2016-01-04 19:00:00,0.0,2016-01-04 19:00:00
2016-01-04 20:00:00,0.0,2016-01-04 20:00:00
2016-01-04 21:00:00,0.0,2016-01-04 21:00:00
2016-01-04 22:00:00,0.0,2016-01-04 22:00:00
2016-01-04 23:00:00,0.0,2016-01-04 23:00:00
2016-01-05 00:00:00,0.0,2016-01-05 00:00:00
2016-01-05 01:00:00,0.0,2016-01-05 01:00:00
2016-01-05 02:00:00,0.0,2016-01-05 02:00:00
2016-01-05 03:00:00,0.0,2016-01-05 03:00:00
2016-01-05 04:00:00,0.0,2016-01-05 04:00:00
2016-01-05 05:00:00,0.0,2016-01-05 05:00:00
2016-01-05 06:00:00,0.0,2016-01-05 06:00:00
2016-01-05 07:00:00,0.0,2016-01-05 07:00:00
2016-01-05 08:00:00,0.0,2016-01-05 08:00:00
2016-01-05 09:00:00,0.0,2016-01-05 09:00:00
2016-01-05 10:00:00,0.0,2016-01-05 10:00:00
2016-01-05 11:00:00,0.0,2016-01-05 11:00:00
2016-01-05 12:00:00,0.0,2016-01-05 12:00:00
2016-01-05 13:00:00,0.0,2016-01-05 13:00:00
2016-01-05 14:00:00,0.0,2016-01-05 14:00:00
2016-01-05 15:00:00,0.0,2016-01-05 15:00:00
2016-01-05 16:00:00,0.0,2016-01-05 16:00:00
2016-01-05 17:00:00,0.0,2016-01-05 17:00:00
2016-01-05 18:00:00,0.0,2016-01-05 18:00:00
2016-01-05 19:00:00,0.0,2016-01-05 19:00:00
2016-01-05 20:00:00,0.0,2016-01-05 20:00:00
2016-01-05 21:00:00,0.0,2016-01-05 21:00:00
2016-01-05 22:00:00,0.0,2016-01-05 22:00:00
2016-01-05 23:00:00,0.0,2016-01-05 23:00:00
2016-01-06 00:00:00,0.0,2016-01-06 00:00:00
2016-01-06 01:00:00,0.0,2016-01-06 01:00:00
2016-01-06 02:00:00,0.0,2016-01-06 02:00:00
2016-01-06 03:00:00,0.0,2016-01-06 03:00:00
2016-01-06 04:00:00,0.0,2016-01-06 04:00:00
2016-01-06 05:00:00,0.0,2016-01-06 05:00:00
2016-01-06 06:00:00,0.0,2016-01-06 06:00:00
2016-01-06 07:00:00,0.0,2016-01-06 07:00:00
2016-01-06 08:00:00,0.0,2016-01-06 08:00:00
2016-01-06 09:00:00,0.0,2016-01-06 09:00:00
2016-01-06 10:00:00,0.0,2016-01-06 10:00:00
2016-01-06 11:00:00,0.0,2016-01-06 11:00:00
2016-01-06 12:00:00,0.0,2016-01-06 12:00:00
2016-01-06 13:00:00,0.0,2016-01-06 13:00:00
2016-01-06 14:00:00,0.0,2016-01-06 14:00:00
2016-01-06 15:00:00,0.0,2016-01-06 15:00:00
2016-01-06 16:00:00,0.0,2016-01-06 16:00:00
2016-01-06 17:00:00,0.5029771599999999,2016-01-06 17:00:00
2016-01-06 18:00:00,0.8870237599999999,2016-01-06 18:00:00
2016-01-06 19:00:00,1.45902312,2016-01-06 19:00:00
2016-01-06 20:00:00,1.97297304,2016-01-06 20:00:00
2016-01-06 21:00:00,2.2164975200000003,2016-01-06 21:00:00
2016-01-06 22:00:00,2.39843296,2016-01-06 22:00:00
2016-01-06 23:00:00,2.55983872,2016-01-06 23:00:00
2016-01-07 00:00:00,2.70708608,2016-01-07 00:00:00
2016-01-07 01:00:00,2.81610576,2016-01-07 01:00:00
2016-01-07 02:00:00,2.8741552,2016-01-07 02:00:00
2016-01-07 03:00:00,3.2705904,2016-01-07 03:00:00
2016-01-07 04:00:00,3.1927192,2016-01-07 04:00:00
2016-01-07 05:00:00,3.1006896,2016-01-07 05:00:00
2016-01-07 06:00:00,3.0157392,2016-01-07 06:00:00
2016-01-07 07:00:00,2.9874224,2016-01-07 07:00:00
2016-01-07 08:00:00,3.0228184,2016-01-07 08:00:00
2016-01-07 09:00:00,3.044056,2016-01-07 09:00:00
2016-01-07 10:00:00,3.0157392,2016-01-07 10:00:00
2016-01-07 11:00:00,2.937868,2016-01-07 11:00:00
2016-01-07 12:00:00,2.88052648,2016-01-07 12:00:00
2016-01-07 13:00:00,2.79699192,2016-01-07 13:00:00
2016-01-07 14:00:00,2.70708608,2016-01-07 14:00:00
2016-01-07 15:00:00,2.5980664,2016-01-07 15:00:00
2016-01-07 16:00:00,2.42604184,2016-01-07 16:00:00
2016-01-07 17:00:00,2.32480928,2016-01-07 17:00:00
2016-01-07 18:00:00,2.2518935200000003,2016-01-07 18:00:00
2016-01-07 19:00:00,2.20729456,2016-01-07 19:00:00
2016-01-07 20:00:00,2.12942336,2016-01-07 20:00:00
2016-01-07 21:00:00,2.0614630400000005,2016-01-07 21:00:00
2016-01-07 22:00:00,2.00978488,2016-01-07 22:00:00
2016-01-07 23:00:00,1.94607208,2016-01-07 23:00:00
2016-01-08 00:00:00,1.87457216,2016-01-08 00:00:00
2016-01-08 01:00:00,1.8122752,2016-01-08 01:00:00
2016-01-08 02:00:00,1.7528099200000002,2016-01-08 02:00:00
2016-01-08 03:00:00,1.71033472,2016-01-08 03:00:00
2016-01-08 04:00:00,1.64520608,2016-01-08 04:00:00
2016-01-08 05:00:00,1.63671104,2016-01-08 05:00:00
2016-01-08 06:00:00,1.82360192,2016-01-08 06:00:00
2016-01-08 07:00:00,2.26322024,2016-01-08 07:00:00
2016-01-08 08:00:00,2.62850696,2016-01-08 08:00:00
2016-01-08 09:00:00,2.89114528,2016-01-08 09:00:00
2016-01-08 10:00:00,3.079452,2016-01-08 10:00:00
2016-01-08 11:00:00,3.18564,2016-01-08 11:00:00
2016-01-08 12:00:00,3.2847488,2016-01-08 12:00:00
2016-01-08 13:00:00,3.3201448,2016-01-08 13:00:00
2016-01-08 14:00:00,3.3130656,2016-01-08 14:00:00
2016-01-08 15:00:00,3.327224,2016-01-08 15:00:00
2016-01-08 16:00:00,3.3201448,2016-01-08 16:00:00
2016-01-08 17:00:00,3.2847488,2016-01-08 17:00:00
2016-01-08 18:00:00,3.2705904,2016-01-08 18:00:00
2016-01-08 19:00:00,3.2281152,2016-01-08 19:00:00
2016-01-08 20:00:00,3.18564,2016-01-08 20:00:00
2016-01-08 21:00:00,3.18564,2016-01-08 21:00:00
2016-01-08 22:00:00,3.1290064,2016-01-08 22:00:00
2016-01-08 23:00:00,3.079452,2016-01-08 23:00:00
2016-01-09 00:00:00,3.0228184,2016-01-09 00:00:00
2016-01-09 01:00:00,3.0015808,2016-01-09 01:00:00
2016-01-09 02:00:00,2.9874224,2016-01-09 02:00:00
2016-01-09 03:00:00,2.9307888,2016-01-09 03:00:00
2016-01-09 04:00:00,2.8883136,2016-01-09 04:00:00
2016-01-09 05:00:00,2.85220968,2016-01-09 05:00:00
2016-01-09 06:00:00,2.83663544,2016-01-09 06:00:00
2016-01-09 07:00:00,2.81822952,2016-01-09 07:00:00
2016-01-09 08:00:00,2.7764622400000003,2016-01-09 08:00:00
2016-01-09 09:00:00,2.7467296,2016-01-09 09:00:00
2016-01-09 10:00:00,2.70708608,2016-01-09 10:00:00
2016-01-09 11:00:00,2.6971752,2016-01-09 11:00:00
2016-01-09 12:00:00,2.66744256,2016-01-09 12:00:00
2016-01-09 13:00:00,2.62779904,2016-01-09 13:00:00
2016-01-09 14:00:00,2.60797728,2016-01-09 14:00:00
2016-01-09 15:00:00,2.58815552,2016-01-09 15:00:00
2016-01-09 16:00:00,2.548512,2016-01-09 16:00:00
2016-01-09 17:00:00,2.53010608,2016-01-09 17:00:00
2016-01-09 18:00:00,2.50178928,2016-01-09 18:00:00
2016-01-09 19:00:00,2.48196752,2016-01-09 19:00:00
2016-01-09 20:00:00,2.4352448,2016-01-09 20:00:00
2016-01-09 21:00:00,2.40763592,2016-01-09 21:00:00
2016-01-09 22:00:00,2.3800270400000003,2016-01-09 22:00:00
2016-01-09 23:00:00,2.36162112,2016-01-09 23:00:00
2016-01-10 00:00:00,2.3432152,2016-01-10 00:00:00
2016-01-10 01:00:00,2.31560632,2016-01-10 01:00:00
2016-01-10 02:00:00,2.2972004,2016-01-10 02:00:00
2016-01-10 03:00:00,2.27879448,2016-01-10 03:00:00
2016-01-10 04:00:00,2.2511856,2016-01-10 04:00:00
2016-01-10 05:00:00,2.24269056,2016-01-10 05:00:00
2016-01-10 06:00:00,2.21720544,2016-01-10 06:00:00
2016-01-10 07:00:00,2.19879952,2016-01-10 07:00:00
2016-01-10 08:00:00,2.1803936,2016-01-10 08:00:00
2016-01-10 09:00:00,2.15490848,2016-01-10 09:00:00
2016-01-10 10:00:00,2.14641344,2016-01-10 10:00:00
2016-01-10 11:00:00,2.1209283199999995,2016-01-10 11:00:00
2016-01-10 12:00:00,2.11243328,2016-01-10 12:00:00
2016-01-10 13:00:00,2.0954432,2016-01-10 13:00:00
2016-01-10 14:00:00,2.0784531200000003,2016-01-10 14:00:00
2016-01-10 15:00:00,2.04447296,2016-01-10 15:00:00
2016-01-10 16:00:00,2.04447296,2016-01-10 16:00:00
2016-01-10 17:00:00,2.03597792,2016-01-10 17:00:00
2016-01-10 18:00:00,2.0104928,2016-01-10 18:00:00
2016-01-10 19:00:00,1.98288392,2016-01-10 19:00:00
2016-01-10 20:00:00,1.97368096,2016-01-10 20:00:00
2016-01-10 21:00:00,1.94607208,2016-01-10 21:00:00
2016-01-10 22:00:00,1.92766616,2016-01-10 22:00:00
2016-01-10 23:00:00,1.90005728,2016-01-10 23:00:00
2016-01-11 00:00:00,1.87457216,2016-01-11 00:00:00
2016-01-11 01:00:00,1.86607712,2016-01-11 01:00:00
2016-01-11 02:00:00,1.8476712,2016-01-11 02:00:00
2016-01-11 03:00:00,1.82926528,2016-01-11 03:00:00
2016-01-11 04:00:00,1.82926528,2016-01-11 04:00:00
2016-01-11 05:00:00,1.8122752,2016-01-11 05:00:00
2016-01-11 06:00:00,1.79528512,2016-01-11 06:00:00
2016-01-11 07:00:00,1.78679008,2016-01-11 07:00:00
2016-01-11 08:00:00,1.7698,2016-01-11 08:00:00
2016-01-11 09:00:00,1.74431488,2016-01-11 09:00:00
2016-01-11 10:00:00,1.7273248,2016-01-11 10:00:00
2016-01-11 11:00:00,1.7273248,2016-01-11 11:00:00
2016-01-11 12:00:00,1.7018396799999995,2016-01-11 12:00:00
2016-01-11 13:00:00,1.6933446399999998,2016-01-11 13:00:00
2016-01-11 14:00:00,1.6933446399999998,2016-01-11 14:00:00
2016-01-11 15:00:00,1.6777704,2016-01-11 15:00:00
2016-01-11 16:00:00,1.66219616,2016-01-11 16:00:00
2016-01-11 17:00:00,1.66219616,2016-01-11 17:00:00
2016-01-11 18:00:00,1.628216,2016-01-11 18:00:00
2016-01-11 19:00:00,1.61264176,2016-01-11 19:00:00
2016-01-11 20:00:00,1.59706752,2016-01-11 20:00:00
2016-01-11 21:00:00,1.58007744,2016-01-11 21:00:00
2016-01-11 22:00:00,1.5715824,2016-01-11 22:00:00
2016-01-11 23:00:00,1.56308736,2016-01-11 23:00:00
2016-01-12 00:00:00,1.56308736,2016-01-12 00:00:00
2016-01-12 01:00:00,1.56308736,2016-01-12 01:00:00
2016-01-12 02:00:00,1.54751312,2016-01-12 02:00:00
2016-01-12 03:00:00,1.53193888,2016-01-12 03:00:00
2016-01-12 04:00:00,1.51778048,2016-01-12 04:00:00
2016-01-12 05:00:00,1.50362208,2016-01-12 05:00:00
2016-01-12 06:00:00,1.50362208,2016-01-12 06:00:00
2016-01-12 07:00:00,1.50362208,2016-01-12 07:00:00
2016-01-12 08:00:00,1.49583496,2016-01-12 08:00:00
2016-01-12 09:00:00,1.48804784,2016-01-12 09:00:00
2016-01-12 10:00:00,1.46468648,2016-01-12 10:00:00
2016-01-12 11:00:00,1.44132512,2016-01-12 11:00:00
2016-01-12 12:00:00,1.4724736,2016-01-12 12:00:00
2016-01-12 13:00:00,1.4724736,2016-01-12 13:00:00
2016-01-12 14:00:00,1.4724736,2016-01-12 14:00:00
2016-01-12 15:00:00,1.4724736,2016-01-12 15:00:00
2016-01-12 16:00:00,1.4724736,2016-01-12 16:00:00
2016-01-12 17:00:00,1.45689936,2016-01-12 17:00:00
2016-01-12 18:00:00,1.43424592,2016-01-12 18:00:00
2016-01-12 19:00:00,1.42716672,2016-01-12 19:00:00
2016-01-12 20:00:00,1.41300832,2016-01-12 20:00:00
2016-01-12 21:00:00,1.38964696,2016-01-12 21:00:00
2016-01-12 22:00:00,1.38185984,2016-01-12 22:00:00
2016-01-12 23:00:00,1.38185984,2016-01-12 23:00:00
2016-01-13 00:00:00,1.38185984,2016-01-13 00:00:00
2016-01-13 01:00:00,1.37478064,2016-01-13 01:00:00
2016-01-13 02:00:00,1.35354304,2016-01-13 02:00:00
2016-01-13 03:00:00,1.35354304,2016-01-13 03:00:00
2016-01-13 04:00:00,1.34646384,2016-01-13 04:00:00
2016-01-13 05:00:00,1.32522624,2016-01-13 05:00:00
2016-01-13 06:00:00,1.32522624,2016-01-13 06:00:00
2016-01-13 07:00:00,1.31814704,2016-01-13 07:00:00
2016-01-13 08:00:00,1.31106784,2016-01-13 08:00:00
2016-01-13 09:00:00,1.31106784,2016-01-13 09:00:00
2016-01-13 10:00:00,1.31106784,2016-01-13 10:00:00
2016-01-13 11:00:00,1.32522624,2016-01-13 11:00:00
2016-01-13 12:00:00,1.32522624,2016-01-13 12:00:00
2016-01-13 13:00:00,1.32522624,2016-01-13 13:00:00
2016-01-13 14:00:00,1.35354304,2016-01-13 14:00:00
2016-01-13 15:00:00,1.34646384,2016-01-13 15:00:00
2016-01-13 16:00:00,1.34646384,2016-01-13 16:00:00
2016-01-13 17:00:00,1.35354304,2016-01-13 17:00:00
2016-01-13 18:00:00,1.34646384,2016-01-13 18:00:00
2016-01-13 19:00:00,1.34646384,2016-01-13 19:00:00
2016-01-13 20:00:00,1.35354304,2016-01-13 20:00:00
2016-01-13 21:00:00,1.35354304,2016-01-13 21:00:00
2016-01-13 22:00:00,1.37478064,2016-01-13 22:00:00
2016-01-13 23:00:00,1.38964696,2016-01-13 23:00:00
2016-01-14 00:00:00,1.41300832,2016-01-14 00:00:00
2016-01-14 01:00:00,1.43424592,2016-01-14 01:00:00
2016-01-14 02:00:00,1.44132512,2016-01-14 02:00:00
2016-01-14 03:00:00,1.45689936,2016-01-14 03:00:00
2016-01-14 04:00:00,1.48026072,2016-01-14 04:00:00
2016-01-14 05:00:00,1.50362208,2016-01-14 05:00:00
2016-01-14 06:00:00,1.51778048,2016-01-14 06:00:00
2016-01-14 07:00:00,1.51070128,2016-01-14 07:00:00
2016-01-14 08:00:00,1.50362208,2016-01-14 08:00:00
2016-01-14 09:00:00,1.50362208,2016-01-14 09:00:00
2016-01-14 10:00:00,1.48804784,2016-01-14 10:00:00
2016-01-14 11:00:00,1.4724736,2016-01-14 11:00:00
2016-01-14 12:00:00,1.4724736,2016-01-14 12:00:00
2016-01-14 13:00:00,1.4491122399999998,2016-01-14 13:00:00
2016-01-14 14:00:00,1.4724736,2016-01-14 14:00:00
2016-01-14 15:00:00,1.48804784,2016-01-14 15:00:00
2016-01-14 16:00:00,1.50362208,2016-01-14 16:00:00
2016-01-14 17:00:00,1.50362208,2016-01-14 17:00:00
2016-01-14 18:00:00,1.45760728,2016-01-14 18:00:00
2016-01-14 19:00:00,1.3974340799999998,2016-01-14 19:00:00
2016-01-14 20:00:00,1.38964696,2016-01-14 20:00:00
2016-01-14 21:00:00,1.38964696,2016-01-14 21:00:00
2016-01-14 22:00:00,1.38185984,2016-01-14 22:00:00
2016-01-14 23:00:00,1.38185984,2016-01-14 23:00:00
2016-01-15 00:00:00,1.37478064,2016-01-15 00:00:00
2016-01-15 01:00:00,1.3677014399999998,2016-01-15 01:00:00
2016-01-15 02:00:00,1.36062224,2016-01-15 02:00:00
2016-01-15 03:00:00,1.35354304,2016-01-15 03:00:00
2016-01-15 04:00:00,1.35354304,2016-01-15 04:00:00
2016-01-15 05:00:00,1.34646384,2016-01-15 05:00:00
2016-01-15 06:00:00,1.3323054399999998,2016-01-15 06:00:00
2016-01-15 07:00:00,1.32522624,2016-01-15 07:00:00
2016-01-15 08:00:00,1.32522624,2016-01-15 08:00:00
2016-01-15 09:00:00,1.31106784,2016-01-15 09:00:00
2016-01-15 10:00:00,1.31814704,2016-01-15 10:00:00
2016-01-15 11:00:00,1.32522624,2016-01-15 11:00:00
2016-01-15 12:00:00,1.32522624,2016-01-15 12:00:00
2016-01-15 13:00:00,1.32522624,2016-01-15 13:00:00
2016-01-15 14:00:00,1.3323054399999998,2016-01-15 14:00:00
2016-01-15 15:00:00,1.3323054399999998,2016-01-15 15:00:00
2016-01-15 16:00:00,1.3393846399999998,2016-01-15 16:00:00
2016-01-15 17:00:00,1.32522624,2016-01-15 17:00:00
2016-01-15 18:00:00,1.32522624,2016-01-15 18:00:00
2016-01-15 19:00:00,1.29690944,2016-01-15 19:00:00
2016-01-15 20:00:00,1.3039886399999998,2016-01-15 20:00:00
2016-01-15 21:00:00,1.29690944,2016-01-15 21:00:00
2016-01-15 22:00:00,1.29690944,2016-01-15 22:00:00
2016-01-15 23:00:00,1.29690944,2016-01-15 23:00:00
2016-01-16 00:00:00,1.29690944,2016-01-16 00:00:00
2016-01-16 01:00:00,1.29690944,2016-01-16 01:00:00
2016-01-16 02:00:00,1.28983024,2016-01-16 02:00:00
2016-01-16 03:00:00,1.29690944,2016-01-16 03:00:00
2016-01-16 04:00:00,1.3039886399999998,2016-01-16 04:00:00
2016-01-16 05:00:00,1.29690944,2016-01-16 05:00:00
2016-01-16 06:00:00,1.32522624,2016-01-16 06:00:00
2016-01-16 07:00:00,1.31814704,2016-01-16 07:00:00
2016-01-16 08:00:00,1.29690944,2016-01-16 08:00:00
2016-01-16 09:00:00,1.31106784,2016-01-16 09:00:00
2016-01-16 10:00:00,1.3323054399999998,2016-01-16 10:00:00
2016-01-16 11:00:00,1.32522624,2016-01-16 11:00:00
2016-01-16 12:00:00,1.32522624,2016-01-16 12:00:00
2016-01-16 13:00:00,1.32522624,2016-01-16 13:00:00
2016-01-16 14:00:00,1.32522624,2016-01-16 14:00:00
2016-01-16 15:00:00,1.3323054399999998,2016-01-16 15:00:00
2016-01-16 16:00:00,1.35354304,2016-01-16 16:00:00
2016-01-16 17:00:00,1.3393846399999998,2016-01-16 17:00:00
2016-01-16 18:00:00,1.32522624,2016-01-16 18:00:00
2016-01-16 19:00:00,1.34646384,2016-01-16 19:00:00
2016-01-16 20:00:00,1.35354304,2016-01-16 20:00:00
2016-01-16 21:00:00,1.35354304,2016-01-16 21:00:00
2016-01-16 22:00:00,1.35354304,2016-01-16 22:00:00
2016-01-16 23:00:00,1.35354304,2016-01-16 23:00:00
2016-01-17 00:00:00,1.36062224,2016-01-17 00:00:00
2016-01-17 01:00:00,1.36062224,2016-01-17 01:00:00
2016-01-17 02:00:00,1.37478064,2016-01-17 02:00:00
2016-01-17 03:00:00,1.37478064,2016-01-17 03:00:00
2016-01-17 04:00:00,1.38185984,2016-01-17 04:00:00
2016-01-17 05:00:00,1.36062224,2016-01-17 05:00:00
2016-01-17 06:00:00,1.35354304,2016-01-17 06:00:00
2016-01-17 07:00:00,1.35354304,2016-01-17 07:00:00
2016-01-17 08:00:00,1.35354304,2016-01-17 08:00:00
2016-01-17 09:00:00,1.35354304,2016-01-17 09:00:00
2016-01-17 10:00:00,1.3393846399999998,2016-01-17 10:00:00
2016-01-17 11:00:00,1.32522624,2016-01-17 11:00:00
2016-01-17 12:00:00,1.3393846399999998,2016-01-17 12:00:00
2016-01-17 13:00:00,1.32522624,2016-01-17 13:00:00
2016-01-17 14:00:00,1.35354304,2016-01-17 14:00:00
2016-01-17 15:00:00,1.32522624,2016-01-17 15:00:00
2016-01-17 16:00:00,1.32522624,2016-01-17 16:00:00
2016-01-17 17:00:00,1.32522624,2016-01-17 17:00:00
2016-01-17 18:00:00,1.32522624,2016-01-17 18:00:00
2016-01-17 19:00:00,1.32522624,2016-01-17 19:00:00
2016-01-17 20:00:00,1.34646384,2016-01-17 20:00:00
2016-01-17 21:00:00,1.35354304,2016-01-17 21:00:00
2016-01-17 22:00:00,1.36062224,2016-01-17 22:00:00
2016-01-17 23:00:00,1.38964696,2016-01-17 23:00:00
2016-01-18 00:00:00,1.45760728,2016-01-18 00:00:00
2016-01-18 01:00:00,1.6529932,2016-01-18 01:00:00
2016-01-18 02:00:00,1.7018396799999995,2016-01-18 02:00:00
2016-01-18 03:00:00,1.83846824,2016-01-18 03:00:00
2016-01-18 04:00:00,1.86607712,2016-01-18 04:00:00
2016-01-18 05:00:00,1.87457216,2016-01-18 05:00:00
2016-01-18 06:00:00,1.90996816,2016-01-18 06:00:00
2016-01-18 07:00:00,2.06146304,2016-01-18 07:00:00
2016-01-18 08:00:00,2.23419552,2016-01-18 08:00:00
2016-01-18 09:00:00,2.36162112,2016-01-18 09:00:00
2016-01-18 10:00:00,2.530814,2016-01-18 10:00:00
2016-01-18 11:00:00,2.7856652,2016-01-18 11:00:00
2016-01-18 12:00:00,3.00866,2016-01-18 12:00:00
2016-01-18 13:00:00,3.1219272,2016-01-18 13:00:00
2016-01-18 14:00:00,3.18564,2016-01-18 14:00:00
2016-01-18 15:00:00,3.291828,2016-01-18 15:00:00
2016-01-18 16:00:00,3.4263328,2016-01-18 16:00:00
2016-01-18 17:00:00,3.5183624,2016-01-18 17:00:00
2016-01-18 18:00:00,3.5962336,2016-01-18 18:00:00
2016-01-18 19:00:00,3.6670256,2016-01-18 19:00:00
2016-01-18 20:00:00,3.7661344,2016-01-18 20:00:00
2016-01-18 21:00:00,3.8510848,2016-01-18 21:00:00
2016-01-18 22:00:00,3.9077184,2016-01-18 22:00:00
2016-01-18 23:00:00,3.9218768,2016-01-18 23:00:00
2016-01-19 00:00:00,3.9572728,2016-01-19 00:00:00
2016-01-19 01:00:00,3.9572728,2016-01-19 01:00:00
2016-01-19 02:00:00,3.9572728,2016-01-19 02:00:00
2016-01-19 03:00:00,3.9360352,2016-01-19 03:00:00
2016-01-19 04:00:00,3.9360352,2016-01-19 04:00:00
2016-01-19 05:00:00,3.928956,2016-01-19 05:00:00
2016-01-19 06:00:00,3.9501936,2016-01-19 06:00:00
2016-01-19 07:00:00,3.9785104,2016-01-19 07:00:00
2016-01-19 08:00:00,4.0493024,2016-01-19 08:00:00
2016-01-19 09:00:00,4.1342528,2016-01-19 09:00:00
2016-01-19 10:00:00,4.3253912,2016-01-19 10:00:00
